"ano","mun","idade_grp","sexo","causabas","obitos"
2019,"São Paulo","75-79","Masculino","(G10-G99)",19
2019,"São Paulo","75-79","Masculino","(I20, I23-I25)",234
2019,"São Paulo","75-79","Masculino","(I80-I82)",5
2019,"São Paulo","75-79","Masculino","(J40-J44)",207
2019,"São Paulo","75-79","Masculino","(J45-J46)",4
2019,"São Paulo","75-79","Masculino","(N17-N19)",39
2019,"São Paulo","75-79","Masculino","(Outros)",3457
2019,"São Paulo","80+","Feminino","(D65-D77)",14
2019,"São Paulo","80+","Feminino","(E10-E14)",601
2019,"São Paulo","80+","Feminino","(E66)",13
2019,"São Paulo","80+","Feminino","(G10-G99)",55
2019,"São Paulo","80+","Feminino","(I20, I23-I25)",649
2019,"São Paulo","80+","Feminino","(I80-I82)",72
2019,"São Paulo","80+","Feminino","(J09-J11)",7
2019,"São Paulo","80+","Feminino","(J40-J44)",499
2019,"São Paulo","80+","Feminino","(J45-J46)",30
2019,"São Paulo","80+","Feminino","(N17-N19)",161
2019,"São Paulo","80+","Feminino","(Outros)",14965
2019,"São Paulo","80+","Masculino","(D65-D77)",11
2019,"São Paulo","80+","Masculino","(E10-E14)",320
2019,"São Paulo","80+","Masculino","(E66)",1
2019,"São Paulo","80+","Masculino","(G10-G99)",42
2019,"São Paulo","80+","Masculino","(I20, I23-I25)",448
2019,"São Paulo","80+","Masculino","(I80-I82)",18
2019,"São Paulo","80+","Masculino","(J09-J11)",5
2019,"São Paulo","80+","Masculino","(J40-J44)",476
2019,"São Paulo","80+","Masculino","(J45-J46)",7
2019,"São Paulo","80+","Masculino","(N17-N19)",116
2019,"São Paulo","80+","Masculino","(Outros)",8708
2019,"São Paulo","80+",NA,"(E10-E14)",1
2019,"São Paulo","80+",NA,"(Outros)",1
2019,"São Paulo",NA,"Feminino","(Outros)",26
2019,"São Paulo",NA,"Masculino","(I20, I23-I25)",3
2019,"São Paulo",NA,"Masculino","(J40-J44)",1
2019,"São Paulo",NA,"Masculino","(Outros)",157
2019,"São Paulo",NA,NA,"(Outros)",3
2020,"Campinas","0-4","Feminino","(G10-G99)",1
2020,"Campinas","0-4","Feminino","(Outros)",55
2020,"Campinas","0-4","Masculino","(G10-G99)",1
2020,"Campinas","0-4","Masculino","(J45-J46)",1
2020,"Campinas","0-4","Masculino","(Outros)",63
2020,"Campinas","0-4",NA,"(Outros)",2
2020,"Campinas","10-14","Feminino","(Outros)",2
2020,"Campinas","10-14","Masculino","(B342)",1
2020,"Campinas","10-14","Masculino","(Outros)",3
2020,"Campinas","15-19","Feminino","(Outros)",8
2020,"Campinas","15-19","Masculino","(B342)",1
2020,"Campinas","15-19","Masculino","(G10-G99)",2
2020,"Campinas","15-19","Masculino","(J45-J46)",1
2020,"Campinas","15-19","Masculino","(Outros)",40
2020,"Campinas","20-24","Feminino","(B342)",1
2020,"Campinas","20-24","Feminino","(E10-E14)",1
2020,"Campinas","20-24","Feminino","(Outros)",16
2020,"Campinas","20-24","Masculino","(B342)",3
2020,"Campinas","20-24","Masculino","(Outros)",67
2020,"Campinas","25-29","Feminino","(B342)",5
2020,"Campinas","25-29","Feminino","(Outros)",22
2020,"Campinas","25-29","Masculino","(B342)",6
2020,"Campinas","25-29","Masculino","(E66)",1
2020,"Campinas","25-29","Masculino","(G10-G99)",1
2020,"Campinas","25-29","Masculino","(N17-N19)",1
2020,"Campinas","25-29","Masculino","(Outros)",64
2020,"Campinas","30-34","Feminino","(B342)",6
2020,"Campinas","30-34","Feminino","(D80-D89)",1
2020,"Campinas","30-34","Feminino","(E10-E14)",1
2020,"Campinas","30-34","Feminino","(Outros)",29
2020,"Campinas","30-34","Masculino","(B342)",7
2020,"Campinas","30-34","Masculino","(I20, I23-I25)",1
2020,"Campinas","30-34","Masculino","(J45-J46)",1
2020,"Campinas","30-34","Masculino","(N17-N19)",1
2020,"Campinas","30-34","Masculino","(Outros)",72
2020,"Campinas","35-39","Feminino","(B342)",7
2020,"Campinas","35-39","Feminino","(E10-E14)",2
2020,"Campinas","35-39","Feminino","(E66)",1
2020,"Campinas","35-39","Feminino","(J45-J46)",2
2020,"Campinas","35-39","Feminino","(N17-N19)",1
2020,"Campinas","35-39","Feminino","(Outros)",28
2020,"Campinas","35-39","Masculino","(B342)",18
2020,"Campinas","35-39","Masculino","(E10-E14)",1
2020,"Campinas","35-39","Masculino","(E66)",2
2020,"Campinas","35-39","Masculino","(J45-J46)",1
2020,"Campinas","35-39","Masculino","(Outros)",103
2020,"Campinas","40-44","Feminino","(B342)",8
2020,"Campinas","40-44","Feminino","(E10-E14)",2
2020,"Campinas","40-44","Feminino","(J40-J44)",1
2020,"Campinas","40-44","Feminino","(J45-J46)",1
2020,"Campinas","40-44","Feminino","(Outros)",57
2020,"Campinas","40-44","Masculino","(B342)",24
2020,"Campinas","40-44","Masculino","(E10-E14)",4
2020,"Campinas","40-44","Masculino","(E66)",1
2020,"Campinas","40-44","Masculino","(G10-G99)",1
2020,"Campinas","40-44","Masculino","(I20, I23-I25)",2
2020,"Campinas","40-44","Masculino","(J45-J46)",1
2020,"Campinas","40-44","Masculino","(N17-N19)",1
2020,"Campinas","40-44","Masculino","(Outros)",109
2020,"Campinas","45-49","Feminino","(B342)",15
2020,"Campinas","45-49","Feminino","(E10-E14)",3
2020,"Campinas","45-49","Feminino","(N17-N19)",2
2020,"Campinas","45-49","Feminino","(Outros)",84
2020,"Campinas","45-49","Masculino","(B342)",21
2020,"Campinas","45-49","Masculino","(E10-E14)",4
2020,"Campinas","45-49","Masculino","(E66)",1
2020,"Campinas","45-49","Masculino","(G10-G99)",1
2020,"Campinas","45-49","Masculino","(I20, I23-I25)",2
2020,"Campinas","45-49","Masculino","(J09-J11)",1
2020,"Campinas","45-49","Masculino","(J40-J44)",2
2020,"Campinas","45-49","Masculino","(J45-J46)",2
2020,"Campinas","45-49","Masculino","(Outros)",156
2020,"Campinas","5-9","Feminino","(B342)",1
2020,"Campinas","5-9","Feminino","(Outros)",1
2020,"Campinas","5-9","Masculino","(G10-G99)",1
2020,"Campinas","5-9","Masculino","(Outros)",2
2020,"Campinas","50-54","Feminino","(B342)",33
2020,"Campinas","50-54","Feminino","(E10-E14)",6
2020,"Campinas","50-54","Feminino","(E66)",2
2020,"Campinas","50-54","Feminino","(G10-G99)",3
2020,"Campinas","50-54","Feminino","(I20, I23-I25)",2
2020,"Campinas","50-54","Feminino","(I80-I82)",1
2020,"Campinas","50-54","Feminino","(J40-J44)",1
2020,"Campinas","50-54","Feminino","(J45-J46)",3
2020,"Campinas","50-54","Feminino","(Outros)",101
2020,"Campinas","50-54","Masculino","(B342)",52
2020,"Campinas","50-54","Masculino","(E10-E14)",7
2020,"Campinas","50-54","Masculino","(E66)",1
2020,"Campinas","50-54","Masculino","(G10-G99)",1
2020,"Campinas","50-54","Masculino","(I20, I23-I25)",2
2020,"Campinas","50-54","Masculino","(J40-J44)",4
2020,"Campinas","50-54","Masculino","(J45-J46)",2
2020,"Campinas","50-54","Masculino","(Outros)",197
2020,"Campinas","55-59","Feminino","(B342)",38
2020,"Campinas","55-59","Feminino","(E10-E14)",9
2020,"Campinas","55-59","Feminino","(G10-G99)",1
2020,"Campinas","55-59","Feminino","(I20, I23-I25)",2
2020,"Campinas","55-59","Feminino","(J40-J44)",4
2020,"Campinas","55-59","Feminino","(J45-J46)",1
2020,"Campinas","55-59","Feminino","(N17-N19)",3
2020,"Campinas","55-59","Feminino","(Outros)",124
2020,"Campinas","55-59","Masculino","(B342)",64
2020,"Campinas","55-59","Masculino","(E10-E14)",11
2020,"Campinas","55-59","Masculino","(E66)",2
2020,"Campinas","55-59","Masculino","(G10-G99)",2
2020,"Campinas","55-59","Masculino","(I20, I23-I25)",6
2020,"Campinas","55-59","Masculino","(J40-J44)",5
2020,"Campinas","55-59","Masculino","(N17-N19)",1
2020,"Campinas","55-59","Masculino","(Outros)",267
2020,"Campinas","60-64","Feminino","(B342)",63
2020,"Campinas","60-64","Feminino","(D65-D77)",1
2020,"Campinas","60-64","Feminino","(E10-E14)",15
2020,"Campinas","60-64","Feminino","(E66)",1
2020,"Campinas","60-64","Feminino","(G10-G99)",4
2020,"Campinas","60-64","Feminino","(I20, I23-I25)",2
2020,"Campinas","60-64","Feminino","(J40-J44)",9
2020,"Campinas","60-64","Feminino","(N17-N19)",4
2020,"Campinas","60-64","Feminino","(Outros)",200
2020,"Campinas","60-64","Masculino","(B342)",101
2020,"Campinas","60-64","Masculino","(D65-D77)",1
2020,"Campinas","60-64","Masculino","(E10-E14)",16
2020,"Campinas","60-64","Masculino","(E66)",3
2020,"Campinas","60-64","Masculino","(G10-G99)",2
2020,"Campinas","60-64","Masculino","(I20, I23-I25)",4
2020,"Campinas","60-64","Masculino","(J40-J44)",8
2020,"Campinas","60-64","Masculino","(N17-N19)",5
2020,"Campinas","60-64","Masculino","(Outros)",309
2020,"Campinas","65-69","Feminino","(B342)",91
2020,"Campinas","65-69","Feminino","(D65-D77)",2
2020,"Campinas","65-69","Feminino","(E10-E14)",14
2020,"Campinas","65-69","Feminino","(G10-G99)",1
2020,"Campinas","65-69","Feminino","(I20, I23-I25)",5
2020,"Campinas","65-69","Feminino","(I80-I82)",2
2020,"Campinas","65-69","Feminino","(J40-J44)",12
2020,"Campinas","65-69","Feminino","(J45-J46)",2
2020,"Campinas","65-69","Feminino","(N17-N19)",3
2020,"Campinas","65-69","Feminino","(Outros)",227
2020,"Campinas","65-69","Masculino","(B342)",117
2020,"Campinas","65-69","Masculino","(E10-E14)",25
2020,"Campinas","65-69","Masculino","(G10-G99)",7
2020,"Campinas","65-69","Masculino","(I20, I23-I25)",5
2020,"Campinas","65-69","Masculino","(I80-I82)",1
2020,"Campinas","65-69","Masculino","(J09-J11)",1
2020,"Campinas","65-69","Masculino","(J40-J44)",18
2020,"Campinas","65-69","Masculino","(N17-N19)",6
2020,"Campinas","65-69","Masculino","(Outros)",354
2020,"Campinas","70-74","Feminino","(B342)",83
2020,"Campinas","70-74","Feminino","(D65-D77)",1
2020,"Campinas","70-74","Feminino","(E10-E14)",20
2020,"Campinas","70-74","Feminino","(E66)",2
2020,"Campinas","70-74","Feminino","(G10-G99)",3
2020,"Campinas","70-74","Feminino","(I20, I23-I25)",7
2020,"Campinas","70-74","Feminino","(J40-J44)",11
2020,"Campinas","70-74","Feminino","(J45-J46)",2
2020,"Campinas","70-74","Feminino","(N17-N19)",1
2020,"Campinas","70-74","Feminino","(Outros)",256
2020,"Campinas","70-74","Masculino","(B342)",116
2020,"Campinas","70-74","Masculino","(D65-D77)",2
2020,"Campinas","70-74","Masculino","(E10-E14)",19
2020,"Campinas","70-74","Masculino","(E66)",2
2020,"Campinas","70-74","Masculino","(G10-G99)",8
2020,"Campinas","70-74","Masculino","(I20, I23-I25)",7
2020,"Campinas","70-74","Masculino","(J40-J44)",11
2020,"Campinas","70-74","Masculino","(J45-J46)",2
2020,"Campinas","70-74","Masculino","(N17-N19)",4
2020,"Campinas","70-74","Masculino","(Outros)",335
2020,"Campinas","75-79","Feminino","(B342)",79
2020,"Campinas","75-79","Feminino","(D65-D77)",2
2020,"Campinas","75-79","Feminino","(E10-E14)",21
2020,"Campinas","75-79","Feminino","(E66)",1
2020,"Campinas","75-79","Feminino","(G10-G99)",12
2020,"Campinas","75-79","Feminino","(I20, I23-I25)",6
2020,"Campinas","75-79","Feminino","(J40-J44)",13
2020,"Campinas","75-79","Feminino","(J45-J46)",1
2020,"Campinas","75-79","Feminino","(N17-N19)",3
2020,"Campinas","75-79","Feminino","(Outros)",305
2020,"Campinas","75-79","Masculino","(B342)",121
2020,"Campinas","75-79","Masculino","(D65-D77)",1
2020,"Campinas","75-79","Masculino","(E10-E14)",26
2020,"Campinas","75-79","Masculino","(G10-G99)",15
2020,"Campinas","75-79","Masculino","(I20, I23-I25)",5
2020,"Campinas","75-79","Masculino","(J40-J44)",20
2020,"Campinas","75-79","Masculino","(N17-N19)",3
2020,"Campinas","75-79","Masculino","(Outros)",313
2020,"Campinas","80+","Feminino","(B342)",234
2020,"Campinas","80+","Feminino","(D65-D77)",1
2020,"Campinas","80+","Feminino","(D80-D89)",1
2020,"Campinas","80+","Feminino","(E10-E14)",54
2020,"Campinas","80+","Feminino","(E66)",3
2020,"Campinas","80+","Feminino","(G10-G99)",88
2020,"Campinas","80+","Feminino","(I20, I23-I25)",32
2020,"Campinas","80+","Feminino","(I80-I82)",2
2020,"Campinas","80+","Feminino","(J40-J44)",38
2020,"Campinas","80+","Feminino","(J45-J46)",6
2020,"Campinas","80+","Feminino","(N17-N19)",18
2020,"Campinas","80+","Feminino","(Outros)",1273
2020,"Campinas","80+","Masculino","(B342)",211
2020,"Campinas","80+","Masculino","(E10-E14)",45
2020,"Campinas","80+","Masculino","(G10-G99)",39
2020,"Campinas","80+","Masculino","(I20, I23-I25)",21
2020,"Campinas","80+","Masculino","(I80-I82)",1
2020,"Campinas","80+","Masculino","(J09-J11)",2
2020,"Campinas","80+","Masculino","(J40-J44)",35
2020,"Campinas","80+","Masculino","(J45-J46)",3
2020,"Campinas","80+","Masculino","(N17-N19)",20
2020,"Campinas","80+","Masculino","(Outros)",858
2020,"Campinas",NA,"Masculino","(Outros)",1
2020,"Guarulhos","0-4","Feminino","(B342)",2
2020,"Guarulhos","0-4","Feminino","(G10-G99)",4
2020,"Guarulhos","0-4","Feminino","(N17-N19)",1
2020,"Guarulhos","0-4","Feminino","(Outros)",99
2020,"Guarulhos","0-4","Masculino","(D65-D77)",1
2020,"Guarulhos","0-4","Masculino","(N17-N19)",1
2020,"Guarulhos","0-4","Masculino","(Outros)",121
2020,"Guarulhos","10-14","Feminino","(Outros)",4
2020,"Guarulhos","10-14","Masculino","(G10-G99)",2
2020,"Guarulhos","10-14","Masculino","(Outros)",8
2020,"Guarulhos","15-19","Feminino","(B342)",2
2020,"Guarulhos","15-19","Feminino","(G10-G99)",1
2020,"Guarulhos","15-19","Feminino","(Outros)",12
2020,"Guarulhos","15-19","Masculino","(G10-G99)",1
2020,"Guarulhos","15-19","Masculino","(J45-J46)",1
2020,"Guarulhos","15-19","Masculino","(Outros)",66
2020,"Guarulhos","20-24","Feminino","(B342)",5
2020,"Guarulhos","20-24","Feminino","(G10-G99)",2
2020,"Guarulhos","20-24","Feminino","(Outros)",30
2020,"Guarulhos","20-24","Masculino","(B342)",1
2020,"Guarulhos","20-24","Masculino","(E10-E14)",2
2020,"Guarulhos","20-24","Masculino","(I80-I82)",1
2020,"Guarulhos","20-24","Masculino","(N17-N19)",1
2020,"Guarulhos","20-24","Masculino","(Outros)",114
2020,"Guarulhos","25-29","Feminino","(B342)",4
2020,"Guarulhos","25-29","Feminino","(E66)",1
2020,"Guarulhos","25-29","Feminino","(Outros)",33
2020,"Guarulhos","25-29","Masculino","(B342)",5
2020,"Guarulhos","25-29","Masculino","(E10-E14)",2
2020,"Guarulhos","25-29","Masculino","(G10-G99)",1
2020,"Guarulhos","25-29","Masculino","(I20, I23-I25)",1
2020,"Guarulhos","25-29","Masculino","(J45-J46)",3
2020,"Guarulhos","25-29","Masculino","(Outros)",86
2020,"Guarulhos","30-34","Feminino","(B342)",6
2020,"Guarulhos","30-34","Feminino","(E10-E14)",1
2020,"Guarulhos","30-34","Feminino","(E66)",1
2020,"Guarulhos","30-34","Feminino","(I80-I82)",2
2020,"Guarulhos","30-34","Feminino","(Outros)",35
2020,"Guarulhos","30-34","Masculino","(B342)",11
2020,"Guarulhos","30-34","Masculino","(E10-E14)",3
2020,"Guarulhos","30-34","Masculino","(E66)",1
2020,"Guarulhos","30-34","Masculino","(J40-J44)",1
2020,"Guarulhos","30-34","Masculino","(J45-J46)",3
2020,"Guarulhos","30-34","Masculino","(N17-N19)",2
2020,"Guarulhos","30-34","Masculino","(Outros)",107
2020,"Guarulhos","35-39","Feminino","(B342)",19
2020,"Guarulhos","35-39","Feminino","(E10-E14)",3
2020,"Guarulhos","35-39","Feminino","(E66)",2
2020,"Guarulhos","35-39","Feminino","(G10-G99)",1
2020,"Guarulhos","35-39","Feminino","(I20, I23-I25)",1
2020,"Guarulhos","35-39","Feminino","(J40-J44)",1
2020,"Guarulhos","35-39","Feminino","(J45-J46)",1
2020,"Guarulhos","35-39","Feminino","(N17-N19)",1
2020,"Guarulhos","35-39","Feminino","(Outros)",44
2020,"Guarulhos","35-39","Masculino","(B342)",19
2020,"Guarulhos","35-39","Masculino","(E10-E14)",2
2020,"Guarulhos","35-39","Masculino","(E66)",3
2020,"Guarulhos","35-39","Masculino","(I20, I23-I25)",2
2020,"Guarulhos","35-39","Masculino","(J40-J44)",1
2020,"Guarulhos","35-39","Masculino","(N17-N19)",1
2020,"Guarulhos","35-39","Masculino","(Outros)",126
2020,"Guarulhos","40-44","Feminino","(B342)",24
2020,"Guarulhos","40-44","Feminino","(E10-E14)",3
2020,"Guarulhos","40-44","Feminino","(J45-J46)",2
2020,"Guarulhos","40-44","Feminino","(Outros)",110
2020,"Guarulhos","40-44","Masculino","(B342)",32
2020,"Guarulhos","40-44","Masculino","(E10-E14)",3
2020,"Guarulhos","40-44","Masculino","(E66)",1
2020,"Guarulhos","40-44","Masculino","(G10-G99)",1
2020,"Guarulhos","40-44","Masculino","(I20, I23-I25)",1
2020,"Guarulhos","40-44","Masculino","(J40-J44)",1
2020,"Guarulhos","40-44","Masculino","(J45-J46)",1
2020,"Guarulhos","40-44","Masculino","(N17-N19)",1
2020,"Guarulhos","40-44","Masculino","(Outros)",155
2020,"Guarulhos","45-49","Feminino","(B342)",31
2020,"Guarulhos","45-49","Feminino","(E10-E14)",5
2020,"Guarulhos","45-49","Feminino","(E66)",4
2020,"Guarulhos","45-49","Feminino","(I20, I23-I25)",2
2020,"Guarulhos","45-49","Feminino","(N17-N19)",1
2020,"Guarulhos","45-49","Feminino","(Outros)",127
2020,"Guarulhos","45-49","Masculino","(B342)",56
2020,"Guarulhos","45-49","Masculino","(E10-E14)",5
2020,"Guarulhos","45-49","Masculino","(E66)",1
2020,"Guarulhos","45-49","Masculino","(G10-G99)",5
2020,"Guarulhos","45-49","Masculino","(I20, I23-I25)",3
2020,"Guarulhos","45-49","Masculino","(J40-J44)",1
2020,"Guarulhos","45-49","Masculino","(J45-J46)",1
2020,"Guarulhos","45-49","Masculino","(N17-N19)",1
2020,"Guarulhos","45-49","Masculino","(Outros)",214
2020,"Guarulhos","5-9","Feminino","(Outros)",7
2020,"Guarulhos","5-9","Masculino","(B342)",2
2020,"Guarulhos","5-9","Masculino","(Outros)",6
2020,"Guarulhos","50-54","Feminino","(B342)",43
2020,"Guarulhos","50-54","Feminino","(E10-E14)",10
2020,"Guarulhos","50-54","Feminino","(E66)",2
2020,"Guarulhos","50-54","Feminino","(G10-G99)",1
2020,"Guarulhos","50-54","Feminino","(I20, I23-I25)",4
2020,"Guarulhos","50-54","Feminino","(J40-J44)",4
2020,"Guarulhos","50-54","Feminino","(J45-J46)",1
2020,"Guarulhos","50-54","Feminino","(N17-N19)",2
2020,"Guarulhos","50-54","Feminino","(Outros)",134
2020,"Guarulhos","50-54","Masculino","(B342)",74
2020,"Guarulhos","50-54","Masculino","(E10-E14)",12
2020,"Guarulhos","50-54","Masculino","(E66)",3
2020,"Guarulhos","50-54","Masculino","(G10-G99)",2
2020,"Guarulhos","50-54","Masculino","(I20, I23-I25)",1
2020,"Guarulhos","50-54","Masculino","(J09-J11)",1
2020,"Guarulhos","50-54","Masculino","(J40-J44)",5
2020,"Guarulhos","50-54","Masculino","(N17-N19)",4
2020,"Guarulhos","50-54","Masculino","(Outros)",287
2020,"Guarulhos","55-59","Feminino","(B342)",48
2020,"Guarulhos","55-59","Feminino","(E10-E14)",10
2020,"Guarulhos","55-59","Feminino","(E66)",2
2020,"Guarulhos","55-59","Feminino","(G10-G99)",3
2020,"Guarulhos","55-59","Feminino","(I20, I23-I25)",6
2020,"Guarulhos","55-59","Feminino","(J40-J44)",4
2020,"Guarulhos","55-59","Feminino","(J45-J46)",1
2020,"Guarulhos","55-59","Feminino","(N17-N19)",4
2020,"Guarulhos","55-59","Feminino","(Outros)",199
2020,"Guarulhos","55-59","Masculino","(B342)",102
2020,"Guarulhos","55-59","Masculino","(E10-E14)",14
2020,"Guarulhos","55-59","Masculino","(E66)",1
2020,"Guarulhos","55-59","Masculino","(G10-G99)",2
2020,"Guarulhos","55-59","Masculino","(I20, I23-I25)",8
2020,"Guarulhos","55-59","Masculino","(I80-I82)",1
2020,"Guarulhos","55-59","Masculino","(J40-J44)",6
2020,"Guarulhos","55-59","Masculino","(J45-J46)",1
2020,"Guarulhos","55-59","Masculino","(N17-N19)",4
2020,"Guarulhos","55-59","Masculino","(Outros)",349
2020,"Guarulhos","60-64","Feminino","(B342)",88
2020,"Guarulhos","60-64","Feminino","(E10-E14)",11
2020,"Guarulhos","60-64","Feminino","(E66)",4
2020,"Guarulhos","60-64","Feminino","(G10-G99)",3
2020,"Guarulhos","60-64","Feminino","(I20, I23-I25)",10
2020,"Guarulhos","60-64","Feminino","(I80-I82)",1
2020,"Guarulhos","60-64","Feminino","(J09-J11)",1
2020,"Guarulhos","60-64","Feminino","(J40-J44)",9
2020,"Guarulhos","60-64","Feminino","(J45-J46)",1
2020,"Guarulhos","60-64","Feminino","(N17-N19)",4
2020,"Guarulhos","60-64","Feminino","(Outros)",272
2020,"Guarulhos","60-64","Masculino","(B342)",139
2020,"Guarulhos","60-64","Masculino","(E10-E14)",22
2020,"Guarulhos","60-64","Masculino","(E66)",2
2020,"Guarulhos","60-64","Masculino","(G10-G99)",4
2020,"Guarulhos","60-64","Masculino","(I20, I23-I25)",7
2020,"Guarulhos","60-64","Masculino","(J40-J44)",7
2020,"Guarulhos","60-64","Masculino","(J45-J46)",1
2020,"Guarulhos","60-64","Masculino","(N17-N19)",2
2020,"Guarulhos","60-64","Masculino","(Outros)",353
2020,"Guarulhos","65-69","Feminino","(B342)",105
2020,"Guarulhos","65-69","Feminino","(D65-D77)",1
2020,"Guarulhos","65-69","Feminino","(E10-E14)",10
2020,"Guarulhos","65-69","Feminino","(E66)",2
2020,"Guarulhos","65-69","Feminino","(G10-G99)",3
2020,"Guarulhos","65-69","Feminino","(I20, I23-I25)",5
2020,"Guarulhos","65-69","Feminino","(I80-I82)",1
2020,"Guarulhos","65-69","Feminino","(J40-J44)",10
2020,"Guarulhos","65-69","Feminino","(J45-J46)",1
2020,"Guarulhos","65-69","Feminino","(N17-N19)",5
2020,"Guarulhos","65-69","Feminino","(Outros)",317
2020,"Guarulhos","65-69","Masculino","(B342)",149
2020,"Guarulhos","65-69","Masculino","(E10-E14)",15
2020,"Guarulhos","65-69","Masculino","(G10-G99)",4
2020,"Guarulhos","65-69","Masculino","(I20, I23-I25)",8
2020,"Guarulhos","65-69","Masculino","(I80-I82)",3
2020,"Guarulhos","65-69","Masculino","(J40-J44)",14
2020,"Guarulhos","65-69","Masculino","(J45-J46)",1
2020,"Guarulhos","65-69","Masculino","(N17-N19)",4
2020,"Guarulhos","65-69","Masculino","(Outros)",433
2020,"Guarulhos","70-74","Feminino","(B342)",98
2020,"Guarulhos","70-74","Feminino","(D65-D77)",1
2020,"Guarulhos","70-74","Feminino","(E10-E14)",24
2020,"Guarulhos","70-74","Feminino","(E66)",1
2020,"Guarulhos","70-74","Feminino","(G10-G99)",6
2020,"Guarulhos","70-74","Feminino","(I20, I23-I25)",8
2020,"Guarulhos","70-74","Feminino","(I80-I82)",1
2020,"Guarulhos","70-74","Feminino","(J40-J44)",19
2020,"Guarulhos","70-74","Feminino","(Outros)",302
2020,"Guarulhos","70-74","Masculino","(B342)",145
2020,"Guarulhos","70-74","Masculino","(D65-D77)",1
2020,"Guarulhos","70-74","Masculino","(E10-E14)",29
2020,"Guarulhos","70-74","Masculino","(E66)",2
2020,"Guarulhos","70-74","Masculino","(G10-G99)",1
2020,"Guarulhos","70-74","Masculino","(I20, I23-I25)",12
2020,"Guarulhos","70-74","Masculino","(I80-I82)",1
2020,"Guarulhos","70-74","Masculino","(J09-J11)",1
2020,"Guarulhos","70-74","Masculino","(J40-J44)",23
2020,"Guarulhos","70-74","Masculino","(N17-N19)",6
2020,"Guarulhos","70-74","Masculino","(Outros)",405
2020,"Guarulhos","75-79","Feminino","(B342)",72
2020,"Guarulhos","75-79","Feminino","(E10-E14)",21
2020,"Guarulhos","75-79","Feminino","(I20, I23-I25)",5
2020,"Guarulhos","75-79","Feminino","(I80-I82)",1
2020,"Guarulhos","75-79","Feminino","(J40-J44)",17
2020,"Guarulhos","75-79","Feminino","(J45-J46)",1
2020,"Guarulhos","75-79","Feminino","(N17-N19)",5
2020,"Guarulhos","75-79","Feminino","(Outros)",310
2020,"Guarulhos","75-79","Masculino","(B342)",126
2020,"Guarulhos","75-79","Masculino","(D65-D77)",1
2020,"Guarulhos","75-79","Masculino","(E10-E14)",17
2020,"Guarulhos","75-79","Masculino","(E66)",1
2020,"Guarulhos","75-79","Masculino","(G10-G99)",3
2020,"Guarulhos","75-79","Masculino","(I20, I23-I25)",13
2020,"Guarulhos","75-79","Masculino","(J40-J44)",10
2020,"Guarulhos","75-79","Masculino","(J45-J46)",2
2020,"Guarulhos","75-79","Masculino","(N17-N19)",8
2020,"Guarulhos","75-79","Masculino","(Outros)",317
2020,"Guarulhos","80+","Feminino","(B342)",230
2020,"Guarulhos","80+","Feminino","(E10-E14)",57
2020,"Guarulhos","80+","Feminino","(E66)",1
2020,"Guarulhos","80+","Feminino","(G10-G99)",12
2020,"Guarulhos","80+","Feminino","(I20, I23-I25)",41
2020,"Guarulhos","80+","Feminino","(I80-I82)",4
2020,"Guarulhos","80+","Feminino","(J09-J11)",1
2020,"Guarulhos","80+","Feminino","(J40-J44)",32
2020,"Guarulhos","80+","Feminino","(J45-J46)",2
2020,"Guarulhos","80+","Feminino","(N17-N19)",11
2020,"Guarulhos","80+","Feminino","(Outros)",944
2020,"Guarulhos","80+","Masculino","(B342)",194
2020,"Guarulhos","80+","Masculino","(E10-E14)",34
2020,"Guarulhos","80+","Masculino","(E66)",1
2020,"Guarulhos","80+","Masculino","(G10-G99)",7
2020,"Guarulhos","80+","Masculino","(I20, I23-I25)",18
2020,"Guarulhos","80+","Masculino","(I80-I82)",1
2020,"Guarulhos","80+","Masculino","(J09-J11)",2
2020,"Guarulhos","80+","Masculino","(J40-J44)",24
2020,"Guarulhos","80+","Masculino","(J45-J46)",4
2020,"Guarulhos","80+","Masculino","(N17-N19)",16
2020,"Guarulhos","80+","Masculino","(Outros)",620
2020,"Guarulhos",NA,"Masculino","(Outros)",2
2020,"Guarulhos",NA,NA,"(Outros)",1
2020,"São Paulo","0-4","Feminino","(B342)",6
2020,"São Paulo","0-4","Feminino","(D65-D77)",3
2020,"São Paulo","0-4","Feminino","(D80-D89)",1
2020,"São Paulo","0-4","Feminino","(G10-G99)",6
2020,"São Paulo","0-4","Feminino","(J40-J44)",1
2020,"São Paulo","0-4","Feminino","(Outros)",741
2020,"São Paulo","0-4","Masculino","(B342)",9
2020,"São Paulo","0-4","Masculino","(D65-D77)",1
2020,"São Paulo","0-4","Masculino","(G10-G99)",2
2020,"São Paulo","0-4","Masculino","(J09-J11)",1
2020,"São Paulo","0-4","Masculino","(J45-J46)",2
2020,"São Paulo","0-4","Masculino","(N17-N19)",3
2020,"São Paulo","0-4","Masculino","(Outros)",873
2020,"São Paulo","0-4",NA,"(Outros)",2
2020,"São Paulo","10-14","Feminino","(B342)",2
2020,"São Paulo","10-14","Feminino","(D65-D77)",1
2020,"São Paulo","10-14","Feminino","(G10-G99)",5
2020,"São Paulo","10-14","Feminino","(N17-N19)",1
2020,"São Paulo","10-14","Feminino","(Outros)",64
2020,"São Paulo","10-14","Masculino","(B342)",4
2020,"São Paulo","10-14","Masculino","(D65-D77)",1
