"ano","mun","idade_grp","sexo","causabas","obitos"
2011,"São Paulo","70-74","Masculino","(G10-G99)",21
2011,"São Paulo","70-74","Masculino","(I20, I23-I25)",230
2011,"São Paulo","70-74","Masculino","(I80-I82)",7
2011,"São Paulo","70-74","Masculino","(J40-J44)",202
2011,"São Paulo","70-74","Masculino","(J45-J46)",3
2011,"São Paulo","70-74","Masculino","(N17-N19)",24
2011,"São Paulo","70-74","Masculino","(Outros)",3028
2011,"São Paulo","75-79","Feminino","(D65-D77)",10
2011,"São Paulo","75-79","Feminino","(E10-E14)",185
2011,"São Paulo","75-79","Feminino","(E66)",13
2011,"São Paulo","75-79","Feminino","(G10-G99)",16
2011,"São Paulo","75-79","Feminino","(I20, I23-I25)",212
2011,"São Paulo","75-79","Feminino","(I80-I82)",14
2011,"São Paulo","75-79","Feminino","(J40-J44)",139
2011,"São Paulo","75-79","Feminino","(J45-J46)",14
2011,"São Paulo","75-79","Feminino","(N17-N19)",20
2011,"São Paulo","75-79","Feminino","(Outros)",3278
2011,"São Paulo","75-79","Masculino","(D65-D77)",5
2011,"São Paulo","75-79","Masculino","(D80-D89)",1
2011,"São Paulo","75-79","Masculino","(E10-E14)",156
2011,"São Paulo","75-79","Masculino","(E66)",2
2011,"São Paulo","75-79","Masculino","(G10-G99)",24
2011,"São Paulo","75-79","Masculino","(I20, I23-I25)",199
2011,"São Paulo","75-79","Masculino","(I80-I82)",4
2011,"São Paulo","75-79","Masculino","(J40-J44)",247
2011,"São Paulo","75-79","Masculino","(J45-J46)",4
2011,"São Paulo","75-79","Masculino","(N17-N19)",25
2011,"São Paulo","75-79","Masculino","(Outros)",3176
2011,"São Paulo","80+","Feminino","(D65-D77)",9
2011,"São Paulo","80+","Feminino","(D80-D89)",3
2011,"São Paulo","80+","Feminino","(E10-E14)",550
2011,"São Paulo","80+","Feminino","(E66)",16
2011,"São Paulo","80+","Feminino","(G10-G99)",37
2011,"São Paulo","80+","Feminino","(I20, I23-I25)",712
2011,"São Paulo","80+","Feminino","(I80-I82)",38
2011,"São Paulo","80+","Feminino","(J09-J11)",2
2011,"São Paulo","80+","Feminino","(J40-J44)",473
2011,"São Paulo","80+","Feminino","(J45-J46)",30
2011,"São Paulo","80+","Feminino","(N17-N19)",85
2011,"São Paulo","80+","Feminino","(Outros)",11513
2011,"São Paulo","80+","Masculino","(D65-D77)",6
2011,"São Paulo","80+","Masculino","(D80-D89)",1
2011,"São Paulo","80+","Masculino","(E10-E14)",298
2011,"São Paulo","80+","Masculino","(E66)",3
2011,"São Paulo","80+","Masculino","(G10-G99)",31
2011,"São Paulo","80+","Masculino","(I20, I23-I25)",425
2011,"São Paulo","80+","Masculino","(I80-I82)",12
2011,"São Paulo","80+","Masculino","(J09-J11)",1
2011,"São Paulo","80+","Masculino","(J40-J44)",526
2011,"São Paulo","80+","Masculino","(J45-J46)",10
2011,"São Paulo","80+","Masculino","(N17-N19)",86
2011,"São Paulo","80+","Masculino","(Outros)",6808
2011,"São Paulo",NA,"Feminino","(Outros)",25
2011,"São Paulo",NA,"Masculino","(G10-G99)",1
2011,"São Paulo",NA,"Masculino","(I20, I23-I25)",6
2011,"São Paulo",NA,"Masculino","(Outros)",245
2011,"São Paulo",NA,NA,"(Outros)",4
2012,"Campinas","0-4","Feminino","(Outros)",85
2012,"Campinas","0-4","Masculino","(D65-D77)",2
2012,"Campinas","0-4","Masculino","(G10-G99)",2
2012,"Campinas","0-4","Masculino","(J09-J11)",2
2012,"Campinas","0-4","Masculino","(Outros)",85
2012,"Campinas","0-4",NA,"(Outros)",2
2012,"Campinas","10-14","Feminino","(Outros)",5
2012,"Campinas","10-14","Masculino","(D65-D77)",1
2012,"Campinas","10-14","Masculino","(Outros)",8
2012,"Campinas","15-19","Feminino","(N17-N19)",1
2012,"Campinas","15-19","Feminino","(Outros)",16
2012,"Campinas","15-19","Masculino","(Outros)",59
2012,"Campinas","20-24","Feminino","(J45-J46)",1
2012,"Campinas","20-24","Feminino","(Outros)",21
2012,"Campinas","20-24","Masculino","(G10-G99)",1
2012,"Campinas","20-24","Masculino","(Outros)",65
2012,"Campinas","25-29","Feminino","(E66)",1
2012,"Campinas","25-29","Feminino","(I80-I82)",1
2012,"Campinas","25-29","Feminino","(Outros)",30
2012,"Campinas","25-29","Masculino","(E10-E14)",1
2012,"Campinas","25-29","Masculino","(E66)",1
2012,"Campinas","25-29","Masculino","(J40-J44)",1
2012,"Campinas","25-29","Masculino","(N17-N19)",1
2012,"Campinas","25-29","Masculino","(Outros)",80
2012,"Campinas","30-34","Feminino","(Outros)",31
2012,"Campinas","30-34","Masculino","(E66)",1
2012,"Campinas","30-34","Masculino","(I80-I82)",1
2012,"Campinas","30-34","Masculino","(Outros)",94
2012,"Campinas","35-39","Feminino","(E10-E14)",1
2012,"Campinas","35-39","Feminino","(G10-G99)",1
2012,"Campinas","35-39","Feminino","(N17-N19)",1
2012,"Campinas","35-39","Feminino","(Outros)",38
2012,"Campinas","35-39","Masculino","(E10-E14)",1
2012,"Campinas","35-39","Masculino","(E66)",1
2012,"Campinas","35-39","Masculino","(G10-G99)",3
2012,"Campinas","35-39","Masculino","(N17-N19)",1
2012,"Campinas","35-39","Masculino","(Outros)",104
2012,"Campinas","40-44","Feminino","(E10-E14)",1
2012,"Campinas","40-44","Feminino","(Outros)",52
2012,"Campinas","40-44","Masculino","(E10-E14)",1
2012,"Campinas","40-44","Masculino","(N17-N19)",2
2012,"Campinas","40-44","Masculino","(Outros)",125
2012,"Campinas","45-49","Feminino","(D65-D77)",1
2012,"Campinas","45-49","Feminino","(E10-E14)",1
2012,"Campinas","45-49","Feminino","(G10-G99)",1
2012,"Campinas","45-49","Feminino","(I20, I23-I25)",1
2012,"Campinas","45-49","Feminino","(I80-I82)",1
2012,"Campinas","45-49","Feminino","(N17-N19)",1
2012,"Campinas","45-49","Feminino","(Outros)",75
2012,"Campinas","45-49","Masculino","(E10-E14)",2
2012,"Campinas","45-49","Masculino","(G10-G99)",1
2012,"Campinas","45-49","Masculino","(I20, I23-I25)",3
2012,"Campinas","45-49","Masculino","(I80-I82)",1
2012,"Campinas","45-49","Masculino","(J40-J44)",2
2012,"Campinas","45-49","Masculino","(N17-N19)",3
2012,"Campinas","45-49","Masculino","(Outros)",190
2012,"Campinas","5-9","Feminino","(D65-D77)",1
2012,"Campinas","5-9","Feminino","(Outros)",5
2012,"Campinas","5-9","Masculino","(J40-J44)",1
2012,"Campinas","5-9","Masculino","(Outros)",8
2012,"Campinas","50-54","Feminino","(D65-D77)",1
2012,"Campinas","50-54","Feminino","(E10-E14)",2
2012,"Campinas","50-54","Feminino","(G10-G99)",2
2012,"Campinas","50-54","Feminino","(I20, I23-I25)",1
2012,"Campinas","50-54","Feminino","(J09-J11)",1
2012,"Campinas","50-54","Feminino","(J40-J44)",4
2012,"Campinas","50-54","Feminino","(Outros)",105
2012,"Campinas","50-54","Masculino","(E10-E14)",7
2012,"Campinas","50-54","Masculino","(G10-G99)",4
2012,"Campinas","50-54","Masculino","(I20, I23-I25)",4
2012,"Campinas","50-54","Masculino","(J40-J44)",5
2012,"Campinas","50-54","Masculino","(J45-J46)",1
2012,"Campinas","50-54","Masculino","(N17-N19)",2
2012,"Campinas","50-54","Masculino","(Outros)",229
2012,"Campinas","55-59","Feminino","(E10-E14)",5
2012,"Campinas","55-59","Feminino","(E66)",2
2012,"Campinas","55-59","Feminino","(G10-G99)",1
2012,"Campinas","55-59","Feminino","(I20, I23-I25)",2
2012,"Campinas","55-59","Feminino","(I80-I82)",1
2012,"Campinas","55-59","Feminino","(J40-J44)",2
2012,"Campinas","55-59","Feminino","(N17-N19)",1
2012,"Campinas","55-59","Feminino","(Outros)",135
2012,"Campinas","55-59","Masculino","(E10-E14)",8
2012,"Campinas","55-59","Masculino","(G10-G99)",1
2012,"Campinas","55-59","Masculino","(I20, I23-I25)",5
2012,"Campinas","55-59","Masculino","(J40-J44)",10
2012,"Campinas","55-59","Masculino","(J45-J46)",1
2012,"Campinas","55-59","Masculino","(N17-N19)",2
2012,"Campinas","55-59","Masculino","(Outros)",266
2012,"Campinas","60-64","Feminino","(E10-E14)",12
2012,"Campinas","60-64","Feminino","(E66)",2
2012,"Campinas","60-64","Feminino","(G10-G99)",3
2012,"Campinas","60-64","Feminino","(I20, I23-I25)",2
2012,"Campinas","60-64","Feminino","(I80-I82)",1
2012,"Campinas","60-64","Feminino","(J40-J44)",4
2012,"Campinas","60-64","Feminino","(N17-N19)",3
2012,"Campinas","60-64","Feminino","(Outros)",142
2012,"Campinas","60-64","Masculino","(D65-D77)",1
2012,"Campinas","60-64","Masculino","(E10-E14)",8
2012,"Campinas","60-64","Masculino","(E66)",1
2012,"Campinas","60-64","Masculino","(G10-G99)",3
2012,"Campinas","60-64","Masculino","(I20, I23-I25)",7
2012,"Campinas","60-64","Masculino","(I80-I82)",1
2012,"Campinas","60-64","Masculino","(J40-J44)",5
2012,"Campinas","60-64","Masculino","(N17-N19)",3
2012,"Campinas","60-64","Masculino","(Outros)",283
2012,"Campinas","65-69","Feminino","(D65-D77)",2
2012,"Campinas","65-69","Feminino","(E10-E14)",10
2012,"Campinas","65-69","Feminino","(I20, I23-I25)",2
2012,"Campinas","65-69","Feminino","(I80-I82)",2
2012,"Campinas","65-69","Feminino","(J40-J44)",4
2012,"Campinas","65-69","Feminino","(Outros)",173
2012,"Campinas","65-69","Masculino","(D65-D77)",1
2012,"Campinas","65-69","Masculino","(E10-E14)",9
2012,"Campinas","65-69","Masculino","(G10-G99)",3
2012,"Campinas","65-69","Masculino","(I20, I23-I25)",7
2012,"Campinas","65-69","Masculino","(I80-I82)",1
2012,"Campinas","65-69","Masculino","(J40-J44)",14
2012,"Campinas","65-69","Masculino","(N17-N19)",3
2012,"Campinas","65-69","Masculino","(Outros)",295
2012,"Campinas","70-74","Feminino","(D65-D77)",1
2012,"Campinas","70-74","Feminino","(E10-E14)",12
2012,"Campinas","70-74","Feminino","(E66)",3
2012,"Campinas","70-74","Feminino","(G10-G99)",2
2012,"Campinas","70-74","Feminino","(I20, I23-I25)",6
2012,"Campinas","70-74","Feminino","(I80-I82)",1
2012,"Campinas","70-74","Feminino","(J40-J44)",5
2012,"Campinas","70-74","Feminino","(N17-N19)",2
2012,"Campinas","70-74","Feminino","(Outros)",270
2012,"Campinas","70-74","Masculino","(E10-E14)",14
2012,"Campinas","70-74","Masculino","(G10-G99)",4
2012,"Campinas","70-74","Masculino","(I20, I23-I25)",16
2012,"Campinas","70-74","Masculino","(J40-J44)",27
2012,"Campinas","70-74","Masculino","(N17-N19)",2
2012,"Campinas","70-74","Masculino","(Outros)",318
2012,"Campinas","75-79","Feminino","(E10-E14)",13
2012,"Campinas","75-79","Feminino","(E66)",1
2012,"Campinas","75-79","Feminino","(G10-G99)",3
2012,"Campinas","75-79","Feminino","(I20, I23-I25)",7
2012,"Campinas","75-79","Feminino","(J40-J44)",19
2012,"Campinas","75-79","Feminino","(N17-N19)",1
2012,"Campinas","75-79","Feminino","(Outros)",349
2012,"Campinas","75-79","Masculino","(D65-D77)",1
2012,"Campinas","75-79","Masculino","(E10-E14)",13
2012,"Campinas","75-79","Masculino","(G10-G99)",2
2012,"Campinas","75-79","Masculino","(I20, I23-I25)",13
2012,"Campinas","75-79","Masculino","(J40-J44)",19
2012,"Campinas","75-79","Masculino","(N17-N19)",4
2012,"Campinas","75-79","Masculino","(Outros)",348
2012,"Campinas","80+","Feminino","(D65-D77)",1
2012,"Campinas","80+","Feminino","(E10-E14)",37
2012,"Campinas","80+","Feminino","(E66)",4
2012,"Campinas","80+","Feminino","(G10-G99)",7
2012,"Campinas","80+","Feminino","(I20, I23-I25)",33
2012,"Campinas","80+","Feminino","(I80-I82)",3
2012,"Campinas","80+","Feminino","(J40-J44)",51
2012,"Campinas","80+","Feminino","(J45-J46)",5
2012,"Campinas","80+","Feminino","(N17-N19)",9
2012,"Campinas","80+","Feminino","(Outros)",1190
2012,"Campinas","80+","Masculino","(E10-E14)",18
2012,"Campinas","80+","Masculino","(G10-G99)",2
2012,"Campinas","80+","Masculino","(I20, I23-I25)",26
2012,"Campinas","80+","Masculino","(I80-I82)",1
2012,"Campinas","80+","Masculino","(J40-J44)",73
2012,"Campinas","80+","Masculino","(N17-N19)",16
2012,"Campinas","80+","Masculino","(Outros)",728
2012,"Guarulhos","0-4","Feminino","(G10-G99)",6
2012,"Guarulhos","0-4","Feminino","(J40-J44)",1
2012,"Guarulhos","0-4","Feminino","(Outros)",134
2012,"Guarulhos","0-4","Masculino","(G10-G99)",1
2012,"Guarulhos","0-4","Masculino","(N17-N19)",2
2012,"Guarulhos","0-4","Masculino","(Outros)",171
2012,"Guarulhos","0-4",NA,"(Outros)",3
2012,"Guarulhos","10-14","Feminino","(Outros)",6
2012,"Guarulhos","10-14","Masculino","(E10-E14)",1
2012,"Guarulhos","10-14","Masculino","(G10-G99)",1
2012,"Guarulhos","10-14","Masculino","(Outros)",15
2012,"Guarulhos","15-19","Feminino","(Outros)",21
2012,"Guarulhos","15-19","Masculino","(E10-E14)",1
2012,"Guarulhos","15-19","Masculino","(J40-J44)",1
2012,"Guarulhos","15-19","Masculino","(Outros)",94
2012,"Guarulhos","20-24","Feminino","(E10-E14)",2
2012,"Guarulhos","20-24","Feminino","(J45-J46)",1
2012,"Guarulhos","20-24","Feminino","(Outros)",28
2012,"Guarulhos","20-24","Masculino","(J45-J46)",1
2012,"Guarulhos","20-24","Masculino","(Outros)",107
2012,"Guarulhos","25-29","Feminino","(Outros)",45
2012,"Guarulhos","25-29","Masculino","(D65-D77)",1
2012,"Guarulhos","25-29","Masculino","(Outros)",139
2012,"Guarulhos","30-34","Feminino","(E10-E14)",1
2012,"Guarulhos","30-34","Feminino","(E66)",1
2012,"Guarulhos","30-34","Feminino","(Outros)",50
2012,"Guarulhos","30-34","Masculino","(G10-G99)",1
2012,"Guarulhos","30-34","Masculino","(J45-J46)",1
2012,"Guarulhos","30-34","Masculino","(Outros)",116
2012,"Guarulhos","35-39","Feminino","(E10-E14)",2
2012,"Guarulhos","35-39","Feminino","(N17-N19)",1
2012,"Guarulhos","35-39","Feminino","(Outros)",65
2012,"Guarulhos","35-39","Masculino","(E10-E14)",2
2012,"Guarulhos","35-39","Masculino","(G10-G99)",2
2012,"Guarulhos","35-39","Masculino","(I20, I23-I25)",3
2012,"Guarulhos","35-39","Masculino","(N17-N19)",1
2012,"Guarulhos","35-39","Masculino","(Outros)",162
2012,"Guarulhos","40-44","Feminino","(G10-G99)",2
2012,"Guarulhos","40-44","Feminino","(J40-J44)",3
2012,"Guarulhos","40-44","Feminino","(N17-N19)",2
2012,"Guarulhos","40-44","Feminino","(Outros)",89
2012,"Guarulhos","40-44","Masculino","(E10-E14)",3
2012,"Guarulhos","40-44","Masculino","(E66)",1
2012,"Guarulhos","40-44","Masculino","(I20, I23-I25)",2
2012,"Guarulhos","40-44","Masculino","(J40-J44)",1
2012,"Guarulhos","40-44","Masculino","(N17-N19)",1
2012,"Guarulhos","40-44","Masculino","(Outros)",186
2012,"Guarulhos","45-49","Feminino","(E10-E14)",1
2012,"Guarulhos","45-49","Feminino","(G10-G99)",1
2012,"Guarulhos","45-49","Feminino","(I20, I23-I25)",2
2012,"Guarulhos","45-49","Feminino","(J40-J44)",1
2012,"Guarulhos","45-49","Feminino","(Outros)",124
2012,"Guarulhos","45-49","Masculino","(D65-D77)",1
2012,"Guarulhos","45-49","Masculino","(E10-E14)",3
2012,"Guarulhos","45-49","Masculino","(G10-G99)",4
2012,"Guarulhos","45-49","Masculino","(I20, I23-I25)",7
2012,"Guarulhos","45-49","Masculino","(J40-J44)",1
2012,"Guarulhos","45-49","Masculino","(Outros)",247
2012,"Guarulhos","5-9","Feminino","(G10-G99)",1
2012,"Guarulhos","5-9","Feminino","(Outros)",13
2012,"Guarulhos","5-9","Masculino","(G10-G99)",1
2012,"Guarulhos","5-9","Masculino","(I20, I23-I25)",1
2012,"Guarulhos","5-9","Masculino","(Outros)",9
2012,"Guarulhos","50-54","Feminino","(E10-E14)",6
2012,"Guarulhos","50-54","Feminino","(E66)",1
2012,"Guarulhos","50-54","Feminino","(G10-G99)",4
2012,"Guarulhos","50-54","Feminino","(I20, I23-I25)",8
2012,"Guarulhos","50-54","Feminino","(I80-I82)",1
2012,"Guarulhos","50-54","Feminino","(J40-J44)",5
2012,"Guarulhos","50-54","Feminino","(N17-N19)",1
2012,"Guarulhos","50-54","Feminino","(Outros)",154
2012,"Guarulhos","50-54","Masculino","(D65-D77)",1
2012,"Guarulhos","50-54","Masculino","(E10-E14)",4
2012,"Guarulhos","50-54","Masculino","(G10-G99)",3
2012,"Guarulhos","50-54","Masculino","(I20, I23-I25)",9
2012,"Guarulhos","50-54","Masculino","(I80-I82)",1
2012,"Guarulhos","50-54","Masculino","(J40-J44)",6
2012,"Guarulhos","50-54","Masculino","(J45-J46)",1
2012,"Guarulhos","50-54","Masculino","(N17-N19)",2
2012,"Guarulhos","50-54","Masculino","(Outros)",299
2012,"Guarulhos","55-59","Feminino","(E10-E14)",6
2012,"Guarulhos","55-59","Feminino","(I20, I23-I25)",7
2012,"Guarulhos","55-59","Feminino","(I80-I82)",2
2012,"Guarulhos","55-59","Feminino","(J40-J44)",3
2012,"Guarulhos","55-59","Feminino","(N17-N19)",2
2012,"Guarulhos","55-59","Feminino","(Outros)",165
2012,"Guarulhos","55-59","Masculino","(E10-E14)",12
2012,"Guarulhos","55-59","Masculino","(E66)",2
2012,"Guarulhos","55-59","Masculino","(G10-G99)",1
2012,"Guarulhos","55-59","Masculino","(I20, I23-I25)",10
2012,"Guarulhos","55-59","Masculino","(J40-J44)",9
2012,"Guarulhos","55-59","Masculino","(N17-N19)",2
2012,"Guarulhos","55-59","Masculino","(Outros)",345
2012,"Guarulhos","60-64","Feminino","(E10-E14)",11
2012,"Guarulhos","60-64","Feminino","(E66)",1
2012,"Guarulhos","60-64","Feminino","(I20, I23-I25)",13
2012,"Guarulhos","60-64","Feminino","(I80-I82)",2
2012,"Guarulhos","60-64","Feminino","(J40-J44)",10
2012,"Guarulhos","60-64","Feminino","(J45-J46)",1
2012,"Guarulhos","60-64","Feminino","(N17-N19)",2
2012,"Guarulhos","60-64","Feminino","(Outros)",188
2012,"Guarulhos","60-64","Masculino","(D65-D77)",1
2012,"Guarulhos","60-64","Masculino","(E10-E14)",10
2012,"Guarulhos","60-64","Masculino","(E66)",1
2012,"Guarulhos","60-64","Masculino","(G10-G99)",3
2012,"Guarulhos","60-64","Masculino","(I20, I23-I25)",9
2012,"Guarulhos","60-64","Masculino","(I80-I82)",2
2012,"Guarulhos","60-64","Masculino","(J40-J44)",14
2012,"Guarulhos","60-64","Masculino","(J45-J46)",2
2012,"Guarulhos","60-64","Masculino","(Outros)",349
2012,"Guarulhos","65-69","Feminino","(E10-E14)",10
2012,"Guarulhos","65-69","Feminino","(E66)",1
2012,"Guarulhos","65-69","Feminino","(G10-G99)",1
2012,"Guarulhos","65-69","Feminino","(I20, I23-I25)",15
2012,"Guarulhos","65-69","Feminino","(I80-I82)",1
2012,"Guarulhos","65-69","Feminino","(J40-J44)",9
2012,"Guarulhos","65-69","Feminino","(N17-N19)",1
2012,"Guarulhos","65-69","Feminino","(Outros)",219
2012,"Guarulhos","65-69","Masculino","(E10-E14)",13
2012,"Guarulhos","65-69","Masculino","(G10-G99)",2
2012,"Guarulhos","65-69","Masculino","(I20, I23-I25)",15
2012,"Guarulhos","65-69","Masculino","(J40-J44)",24
2012,"Guarulhos","65-69","Masculino","(N17-N19)",1
2012,"Guarulhos","65-69","Masculino","(Outros)",317
2012,"Guarulhos","70-74","Feminino","(D65-D77)",1
2012,"Guarulhos","70-74","Feminino","(E10-E14)",19
2012,"Guarulhos","70-74","Feminino","(E66)",2
2012,"Guarulhos","70-74","Feminino","(G10-G99)",2
2012,"Guarulhos","70-74","Feminino","(I20, I23-I25)",15
2012,"Guarulhos","70-74","Feminino","(I80-I82)",2
2012,"Guarulhos","70-74","Feminino","(J40-J44)",15
2012,"Guarulhos","70-74","Feminino","(N17-N19)",3
2012,"Guarulhos","70-74","Feminino","(Outros)",264
2012,"Guarulhos","70-74","Masculino","(E10-E14)",16
2012,"Guarulhos","70-74","Masculino","(G10-G99)",2
2012,"Guarulhos","70-74","Masculino","(I20, I23-I25)",9
2012,"Guarulhos","70-74","Masculino","(J40-J44)",15
2012,"Guarulhos","70-74","Masculino","(N17-N19)",4
2012,"Guarulhos","70-74","Masculino","(Outros)",308
2012,"Guarulhos","75-79","Feminino","(D65-D77)",1
2012,"Guarulhos","75-79","Feminino","(E10-E14)",14
2012,"Guarulhos","75-79","Feminino","(E66)",2
2012,"Guarulhos","75-79","Feminino","(G10-G99)",5
2012,"Guarulhos","75-79","Feminino","(I20, I23-I25)",14
2012,"Guarulhos","75-79","Feminino","(I80-I82)",2
2012,"Guarulhos","75-79","Feminino","(J40-J44)",18
2012,"Guarulhos","75-79","Feminino","(J45-J46)",2
2012,"Guarulhos","75-79","Feminino","(N17-N19)",1
2012,"Guarulhos","75-79","Feminino","(Outros)",253
2012,"Guarulhos","75-79","Masculino","(E10-E14)",14
2012,"Guarulhos","75-79","Masculino","(G10-G99)",2
2012,"Guarulhos","75-79","Masculino","(I20, I23-I25)",17
2012,"Guarulhos","75-79","Masculino","(J40-J44)",19
2012,"Guarulhos","75-79","Masculino","(J45-J46)",1
2012,"Guarulhos","75-79","Masculino","(N17-N19)",4
2012,"Guarulhos","75-79","Masculino","(Outros)",257
2012,"Guarulhos","80+","Feminino","(D65-D77)",1
2012,"Guarulhos","80+","Feminino","(E10-E14)",36
2012,"Guarulhos","80+","Feminino","(G10-G99)",6
2012,"Guarulhos","80+","Feminino","(I20, I23-I25)",24
2012,"Guarulhos","80+","Feminino","(I80-I82)",1
2012,"Guarulhos","80+","Feminino","(J40-J44)",28
2012,"Guarulhos","80+","Feminino","(N17-N19)",10
2012,"Guarulhos","80+","Feminino","(Outros)",777
2012,"Guarulhos","80+","Masculino","(E10-E14)",23
2012,"Guarulhos","80+","Masculino","(E66)",1
2012,"Guarulhos","80+","Masculino","(G10-G99)",5
2012,"Guarulhos","80+","Masculino","(I20, I23-I25)",17
2012,"Guarulhos","80+","Masculino","(I80-I82)",3
2012,"Guarulhos","80+","Masculino","(J40-J44)",33
2012,"Guarulhos","80+","Masculino","(N17-N19)",3
2012,"Guarulhos","80+","Masculino","(Outros)",455
2012,"Guarulhos",NA,"Masculino","(Outros)",8
2012,"São Paulo","0-4","Feminino","(D65-D77)",4
2012,"São Paulo","0-4","Feminino","(D80-D89)",1
2012,"São Paulo","0-4","Feminino","(G10-G99)",13
2012,"São Paulo","0-4","Feminino","(J40-J44)",1
2012,"São Paulo","0-4","Feminino","(N17-N19)",1
2012,"São Paulo","0-4","Feminino","(Outros)",1040
2012,"São Paulo","0-4","Masculino","(D65-D77)",2
2012,"São Paulo","0-4","Masculino","(D80-D89)",1
2012,"São Paulo","0-4","Masculino","(E10-E14)",1
2012,"São Paulo","0-4","Masculino","(G10-G99)",22
2012,"São Paulo","0-4","Masculino","(J40-J44)",2
2012,"São Paulo","0-4","Masculino","(J45-J46)",3
2012,"São Paulo","0-4","Masculino","(N17-N19)",3
2012,"São Paulo","0-4","Masculino","(Outros)",1208
2012,"São Paulo","10-14","Feminino","(D65-D77)",2
2012,"São Paulo","10-14","Feminino","(G10-G99)",9
2012,"São Paulo","10-14","Feminino","(J45-J46)",1
2012,"São Paulo","10-14","Feminino","(Outros)",80
2012,"São Paulo","10-14","Masculino","(G10-G99)",3
2012,"São Paulo","10-14","Masculino","(J40-J44)",1
2012,"São Paulo","10-14","Masculino","(J45-J46)",1
2012,"São Paulo","10-14","Masculino","(N17-N19)",1
2012,"São Paulo","10-14","Masculino","(Outros)",107
2012,"São Paulo","15-19","Feminino","(G10-G99)",10
2012,"São Paulo","15-19","Feminino","(I20, I23-I25)",1
2012,"São Paulo","15-19","Feminino","(N17-N19)",2
2012,"São Paulo","15-19","Feminino","(Outros)",190
2012,"São Paulo","15-19","Masculino","(E10-E14)",2
2012,"São Paulo","15-19","Masculino","(G10-G99)",15
2012,"São Paulo","15-19","Masculino","(I20, I23-I25)",1
2012,"São Paulo","15-19","Masculino","(J40-J44)",3
2012,"São Paulo","15-19","Masculino","(J45-J46)",2
2012,"São Paulo","15-19","Masculino","(N17-N19)",2
2012,"São Paulo","15-19","Masculino","(Outros)",748
2012,"São Paulo","20-24","Feminino","(E10-E14)",3
2012,"São Paulo","20-24","Feminino","(E66)",1
2012,"São Paulo","20-24","Feminino","(G10-G99)",8
2012,"São Paulo","20-24","Feminino","(I20, I23-I25)",1
2012,"São Paulo","20-24","Feminino","(I80-I82)",1
2012,"São Paulo","20-24","Feminino","(J40-J44)",1
2012,"São Paulo","20-24","Feminino","(J45-J46)",3
2012,"São Paulo","20-24","Feminino","(Outros)",203
2012,"São Paulo","20-24","Masculino","(E66)",2
2012,"São Paulo","20-24","Masculino","(G10-G99)",16
2012,"São Paulo","20-24","Masculino","(I20, I23-I25)",2
2012,"São Paulo","20-24","Masculino","(J45-J46)",2
2012,"São Paulo","20-24","Masculino","(Outros)",898
2012,"São Paulo","25-29","Feminino","(E10-E14)",7
2012,"São Paulo","25-29","Feminino","(E66)",1
2012,"São Paulo","25-29","Feminino","(G10-G99)",4
2012,"São Paulo","25-29","Feminino","(J45-J46)",1
2012,"São Paulo","25-29","Feminino","(N17-N19)",2
2012,"São Paulo","25-29","Feminino","(Outros)",264
2012,"São Paulo","25-29","Masculino","(E10-E14)",2
2012,"São Paulo","25-29","Masculino","(E66)",2
2012,"São Paulo","25-29","Masculino","(G10-G99)",10
2012,"São Paulo","25-29","Masculino","(I20, I23-I25)",2
2012,"São Paulo","25-29","Masculino","(J40-J44)",1
2012,"São Paulo","25-29","Masculino","(N17-N19)",2
2012,"São Paulo","25-29","Masculino","(Outros)",916
2012,"São Paulo","30-34","Feminino","(D65-D77)",3
2012,"São Paulo","30-34","Feminino","(E10-E14)",4
2012,"São Paulo","30-34","Feminino","(E66)",9
2012,"São Paulo","30-34","Feminino","(G10-G99)",7
2012,"São Paulo","30-34","Feminino","(I20, I23-I25)",4
2012,"São Paulo","30-34","Feminino","(I80-I82)",3
2012,"São Paulo","30-34","Feminino","(J45-J46)",5
2012,"São Paulo","30-34","Feminino","(N17-N19)",2
2012,"São Paulo","30-34","Feminino","(Outros)",382
2012,"São Paulo","30-34","Masculino","(D65-D77)",2
2012,"São Paulo","30-34","Masculino","(D80-D89)",1
2012,"São Paulo","30-34","Masculino","(E10-E14)",5
2012,"São Paulo","30-34","Masculino","(E66)",7
2012,"São Paulo","30-34","Masculino","(G10-G99)",12
2012,"São Paulo","30-34","Masculino","(I20, I23-I25)",6
2012,"São Paulo","30-34","Masculino","(J40-J44)",3
2012,"São Paulo","30-34","Masculino","(N17-N19)",3
2012,"São Paulo","30-34","Masculino","(Outros)",986
2012,"São Paulo","35-39","Feminino","(D65-D77)",3
2012,"São Paulo","35-39","Feminino","(E10-E14)",3
2012,"São Paulo","35-39","Feminino","(E66)",8
2012,"São Paulo","35-39","Feminino","(G10-G99)",3
2012,"São Paulo","35-39","Feminino","(I20, I23-I25)",7
2012,"São Paulo","35-39","Feminino","(I80-I82)",1
2012,"São Paulo","35-39","Feminino","(J40-J44)",2
2012,"São Paulo","35-39","Feminino","(J45-J46)",4
2012,"São Paulo","35-39","Feminino","(N17-N19)",1
2012,"São Paulo","35-39","Feminino","(Outros)",500
2012,"São Paulo","35-39","Masculino","(D65-D77)",1
2012,"São Paulo","35-39","Masculino","(E10-E14)",10
2012,"São Paulo","35-39","Masculino","(E66)",3
2012,"São Paulo","35-39","Masculino","(G10-G99)",10
