"Armenor","Sexo","Ano","GrupoEtario","Populacao"
"Guarulhos","f",2021,"20-24",56806.42
"Guarulhos","f",2021,"25-29",55668.71
"Guarulhos","f",2021,"30-34",57267.59
"Guarulhos","f",2021,"35-39",58419.6
"Guarulhos","f",2021,"40-44",55626.48
"Guarulhos","f",2021,"45-49",50169.87
"Guarulhos","f",2021,"50-54",45727.5
"Guarulhos","f",2021,"55-59",39618.77
"Guarulhos","f",2021,"60-64",33356.48
"Guarulhos","f",2021,"65-69",25650.13
"Guarulhos","f",2021,"70-74",18220.49
"Guarulhos","f",2021,"75-79",11555.75
"Guarulhos","f",2021,"80+",13855.898
"Guarulhos","m",2021,"0-4",52593.58
"Guarulhos","m",2021,"5-9",51767.43
"Guarulhos","m",2021,"10-14",49167.43
"Guarulhos","m",2021,"15-19",51798.5
"Guarulhos","m",2021,"20-24",57873.92
"Guarulhos","m",2021,"25-29",56527.41
"Guarulhos","m",2021,"30-34",58429.48
"Guarulhos","m",2021,"35-39",56686.94
"Guarulhos","m",2021,"40-44",51361.47
"Guarulhos","m",2021,"45-49",45340.92
"Guarulhos","m",2021,"50-54",40893.49
"Guarulhos","m",2021,"55-59",33627.99
"Guarulhos","m",2021,"60-64",26916.07
"Guarulhos","m",2021,"65-69",20141.87
"Guarulhos","m",2021,"70-74",13465.98
"Guarulhos","m",2021,"75-79",7845.568
"Guarulhos","m",2021,"80+",7583.562
"São Paulo","f",2021,"0-4",370522
"São Paulo","f",2021,"5-9",376648.8
"São Paulo","f",2021,"10-14",367166.9
"São Paulo","f",2021,"15-19",393079.3
"São Paulo","f",2021,"20-24",455431.7
"São Paulo","f",2021,"25-29",460280.4
"São Paulo","f",2021,"30-34",504131.6
"São Paulo","f",2021,"35-39",533953.8
"São Paulo","f",2021,"40-44",508489
"São Paulo","f",2021,"45-49",449688.7
"São Paulo","f",2021,"50-54",407666.5
"São Paulo","f",2021,"55-59",375955.5
"São Paulo","f",2021,"60-64",338687.2
"São Paulo","f",2021,"65-69",279638.1
"São Paulo","f",2021,"70-74",215146.3
"São Paulo","f",2021,"75-79",147410.5
"São Paulo","f",2021,"80+",214429.9
"São Paulo","m",2021,"0-4",386321.1
"São Paulo","m",2021,"5-9",390398.4
"São Paulo","m",2021,"10-14",379452.7
"São Paulo","m",2021,"15-19",401722.5
"São Paulo","m",2021,"20-24",454396.9
"São Paulo","m",2021,"25-29",452579.9
"São Paulo","m",2021,"30-34",492469
"São Paulo","m",2021,"35-39",501613.6
"São Paulo","m",2021,"40-44",457251.1
"São Paulo","m",2021,"45-49",396573.8
"São Paulo","m",2021,"50-54",355152.8
"São Paulo","m",2021,"55-59",308846
"São Paulo","m",2021,"60-64",262052
"São Paulo","m",2021,"65-69",204945.1
"São Paulo","m",2021,"70-74",146396.7
"São Paulo","m",2021,"75-79",92528.62
"São Paulo","m",2021,"80+",106916.28
"Campinas","f",2022,"0-4",34912.27
"Campinas","f",2022,"5-9",36084.5
"Campinas","f",2022,"10-14",35280.21
"Campinas","f",2022,"15-19",36152.15
"Campinas","f",2022,"20-24",42195.21
"Campinas","f",2022,"25-29",46116.84
"Campinas","f",2022,"30-34",50047.06
"Campinas","f",2022,"35-39",53591.63
"Campinas","f",2022,"40-44",51117.84
"Campinas","f",2022,"45-49",44778.62
"Campinas","f",2022,"50-54",40747.82
"Campinas","f",2022,"55-59",38359.3
"Campinas","f",2022,"60-64",35215.63
"Campinas","f",2022,"65-69",29585.71
"Campinas","f",2022,"70-74",22785.47
"Campinas","f",2022,"75-79",15787.8
"Campinas","f",2022,"80+",21957.535
"Campinas","m",2022,"0-4",36604.14
"Campinas","m",2022,"5-9",37819.31
"Campinas","m",2022,"10-14",36976.05
"Campinas","m",2022,"15-19",37660.69
"Campinas","m",2022,"20-24",43053.83
"Campinas","m",2022,"25-29",46429.83
"Campinas","m",2022,"30-34",49747.57
"Campinas","m",2022,"35-39",51418.54
"Campinas","m",2022,"40-44",47779.65
"Campinas","m",2022,"45-49",41251.92
"Campinas","m",2022,"50-54",36808.15
"Campinas","m",2022,"55-59",33087.35
"Campinas","m",2022,"60-64",28946.01
"Campinas","m",2022,"65-69",23487.08
"Campinas","m",2022,"70-74",17027.41
"Campinas","m",2022,"75-79",11021.64
"Campinas","m",2022,"80+",12288.652
"Guarulhos","f",2022,"0-4",50344.26
"Guarulhos","f",2022,"5-9",49956.17
"Guarulhos","f",2022,"10-14",47756.65
"Guarulhos","f",2022,"15-19",49295.49
"Guarulhos","f",2022,"20-24",55758.99
"Guarulhos","f",2022,"25-29",56462.69
"Guarulhos","f",2022,"30-34",56668.64
"Guarulhos","f",2022,"35-39",58252.74
"Guarulhos","f",2022,"40-44",56281.34
"Guarulhos","f",2022,"45-49",51035.53
"Guarulhos","f",2022,"50-54",46197.61
"Guarulhos","f",2022,"55-59",40611.52
"Guarulhos","f",2022,"60-64",34309.41
"Guarulhos","f",2022,"65-69",26878.8
"Guarulhos","f",2022,"70-74",19240.73
"Guarulhos","f",2022,"75-79",12345.75
"Guarulhos","f",2022,"80+",14615.95
"Guarulhos","m",2022,"0-4",52536.21
"Guarulhos","m",2022,"5-9",51867.52
"Guarulhos","m",2022,"10-14",49389.1
"Guarulhos","m",2022,"15-19",50886.41
"Guarulhos","m",2022,"20-24",57057.5
"Guarulhos","m",2022,"25-29",57369.99
"Guarulhos","m",2022,"30-34",57833.04
"Guarulhos","m",2022,"35-39",57162.22
"Guarulhos","m",2022,"40-44",52250.91
"Guarulhos","m",2022,"45-49",46020.55
"Guarulhos","m",2022,"50-54",41213.06
"Guarulhos","m",2022,"55-59",34706.6
"Guarulhos","m",2022,"60-64",27656.88
"Guarulhos","m",2022,"65-69",20952.07
"Guarulhos","m",2022,"70-74",14231.11
"Guarulhos","m",2022,"75-79",8393.666
"Guarulhos","m",2022,"80+",8033.706
"São Paulo","f",2022,"0-4",367411.2
"São Paulo","f",2022,"5-9",374606.4
"São Paulo","f",2022,"10-14",366757.9
"São Paulo","f",2022,"15-19",386676.1
"São Paulo","f",2022,"20-24",446643.1
"São Paulo","f",2022,"25-29",463477.6
"São Paulo","f",2022,"30-34",490055.9
"São Paulo","f",2022,"35-39",527587.3
"São Paulo","f",2022,"40-44",513955.4
"São Paulo","f",2022,"45-49",458730.5
"São Paulo","f",2022,"50-54",411086.7
"São Paulo","f",2022,"55-59",378892.1
"São Paulo","f",2022,"60-64",343401.5
"São Paulo","f",2022,"65-69",288440.7
"São Paulo","f",2022,"70-74",223582.3
"São Paulo","f",2022,"75-79",155410.4
"São Paulo","f",2022,"80+",221700.63
"São Paulo","m",2022,"0-4",383096.2
"São Paulo","m",2022,"5-9",388306.7
"São Paulo","m",2022,"10-14",378697.4
"São Paulo","m",2022,"15-19",395005.8
"São Paulo","m",2022,"20-24",447128.4
"São Paulo","m",2022,"25-29",456400.1
"São Paulo","m",2022,"30-34",480054.2
"São Paulo","m",2022,"35-39",499853.3
"São Paulo","m",2022,"40-44",464761.6
"São Paulo","m",2022,"45-49",404207
"São Paulo","m",2022,"50-54",358170.2
"São Paulo","m",2022,"55-59",314207.2
"São Paulo","m",2022,"60-64",266416.7
"São Paulo","m",2022,"65-69",211809.4
"São Paulo","m",2022,"70-74",152811.2
"São Paulo","m",2022,"75-79",97702.57
"São Paulo","m",2022,"80+",110965.12
