"ano","mun","idade","sexo","causabas","obitos"
2010,350950,0,"Feminino","(D65-D77)",1
2010,350950,0,"Feminino","(G10-G99)",1
2010,350950,0,"Feminino","(Outros)",65
2010,350950,0,"Masculino","(Outros)",88
2010,350950,1,"Feminino","(Outros)",5
2010,350950,1,"Masculino","(Outros)",3
2010,350950,2,"Feminino","(Outros)",6
2010,350950,2,"Masculino","(Outros)",6
2010,350950,3,"Feminino","(Outros)",3
2010,350950,3,"Masculino","(Outros)",2
2010,350950,4,"Feminino","(Outros)",3
2010,350950,4,"Masculino","(G10-G99)",1
2010,350950,4,"Masculino","(Outros)",1
2010,350950,5,"Masculino","(Outros)",1
2010,350950,6,"Feminino","(Outros)",2
2010,350950,6,"Masculino","(Outros)",2
2010,350950,7,"Feminino","(Outros)",1
2010,350950,7,"Masculino","(Outros)",1
2010,350950,8,"Feminino","(Outros)",1
2010,350950,9,"Feminino","(Outros)",2
2010,350950,10,"Feminino","(G10-G99)",1
2010,350950,10,"Feminino","(Outros)",1
2010,350950,10,"Masculino","(Outros)",3
2010,350950,11,"Feminino","(Outros)",3
2010,350950,11,"Masculino","(Outros)",1
2010,350950,12,"Feminino","(Outros)",2
2010,350950,12,"Masculino","(Outros)",1
2010,350950,13,"Masculino","(Outros)",3
2010,350950,14,"Masculino","(Outros)",3
2010,350950,15,"Feminino","(Outros)",1
2010,350950,15,"Masculino","(G10-G99)",1
2010,350950,15,"Masculino","(Outros)",3
2010,350950,16,"Feminino","(Outros)",2
2010,350950,16,"Masculino","(Outros)",6
2010,350950,17,"Feminino","(Outros)",1
2010,350950,17,"Masculino","(Outros)",9
2010,350950,18,"Feminino","(Outros)",3
2010,350950,18,"Masculino","(Outros)",15
2010,350950,19,"Feminino","(Outros)",6
2010,350950,19,"Masculino","(G10-G99)",1
2010,350950,19,"Masculino","(Outros)",6
2010,350950,20,"Feminino","(G10-G99)",1
2010,350950,20,"Feminino","(Outros)",4
2010,350950,20,"Masculino","(E10-E14)",1
2010,350950,20,"Masculino","(Outros)",12
2010,350950,21,"Feminino","(Outros)",5
2010,350950,21,"Masculino","(Outros)",14
2010,350950,22,"Feminino","(Outros)",3
2010,350950,22,"Masculino","(Outros)",17
2010,350950,23,"Feminino","(Outros)",4
2010,350950,23,"Masculino","(Outros)",15
2010,350950,24,"Feminino","(Outros)",3
2010,350950,24,"Masculino","(Outros)",15
2010,350950,25,"Feminino","(Outros)",5
2010,350950,25,"Masculino","(G10-G99)",1
2010,350950,25,"Masculino","(Outros)",13
2010,350950,26,"Feminino","(Outros)",2
2010,350950,26,"Masculino","(D65-D77)",1
2010,350950,26,"Masculino","(Outros)",19
2010,350950,27,"Feminino","(Outros)",5
2010,350950,27,"Masculino","(Outros)",16
2010,350950,28,"Feminino","(Outros)",6
2010,350950,28,"Masculino","(Outros)",21
2010,350950,29,"Feminino","(Outros)",5
2010,350950,29,"Masculino","(Outros)",16
2010,350950,30,"Feminino","(J40-J44)",1
2010,350950,30,"Feminino","(Outros)",7
2010,350950,30,"Masculino","(Outros)",17
2010,350950,31,"Feminino","(G10-G99)",1
2010,350950,31,"Feminino","(Outros)",10
2010,350950,31,"Masculino","(Outros)",18
2010,350950,32,"Feminino","(Outros)",6
2010,350950,32,"Masculino","(E10-E14)",1
2010,350950,32,"Masculino","(E66)",1
2010,350950,32,"Masculino","(Outros)",20
2010,350950,33,"Feminino","(Outros)",8
2010,350950,33,"Masculino","(Outros)",14
2010,350950,34,"Feminino","(Outros)",10
2010,350950,34,"Masculino","(D80-D89)",1
2010,350950,34,"Masculino","(G10-G99)",1
2010,350950,34,"Masculino","(Outros)",24
2010,350950,35,"Feminino","(J09-J11)",1
2010,350950,35,"Feminino","(Outros)",3
2010,350950,35,"Masculino","(N17-N19)",1
2010,350950,35,"Masculino","(Outros)",21
2010,350950,36,"Feminino","(E66)",1
2010,350950,36,"Feminino","(Outros)",10
2010,350950,36,"Masculino","(Outros)",19
2010,350950,37,"Feminino","(Outros)",9
2010,350950,37,"Masculino","(Outros)",24
2010,350950,38,"Feminino","(Outros)",4
2010,350950,38,"Masculino","(Outros)",19
2010,350950,39,"Feminino","(N17-N19)",1
2010,350950,39,"Feminino","(Outros)",10
2010,350950,39,"Masculino","(G10-G99)",1
2010,350950,39,"Masculino","(J40-J44)",1
2010,350950,39,"Masculino","(Outros)",19
2010,350950,40,"Feminino","(E10-E14)",1
2010,350950,40,"Feminino","(J40-J44)",1
2010,350950,40,"Feminino","(Outros)",12
2010,350950,40,"Masculino","(J45-J46)",1
2010,350950,40,"Masculino","(Outros)",24
2010,350950,41,"Feminino","(Outros)",14
2010,350950,41,"Masculino","(Outros)",29
2010,350950,42,"Feminino","(E66)",1
2010,350950,42,"Feminino","(Outros)",9
2010,350950,42,"Masculino","(I80-I82)",1
2010,350950,42,"Masculino","(J45-J46)",1
2010,350950,42,"Masculino","(N17-N19)",1
2010,350950,42,"Masculino","(Outros)",21
2010,350950,43,"Feminino","(Outros)",6
2010,350950,43,"Masculino","(Outros)",27
2010,350950,44,"Feminino","(G10-G99)",1
2010,350950,44,"Feminino","(Outros)",8
2010,350950,44,"Masculino","(E10-E14)",1
2010,350950,44,"Masculino","(I20, I23-I25)",1
2010,350950,44,"Masculino","(J40-J44)",2
2010,350950,44,"Masculino","(Outros)",28
2010,350950,45,"Feminino","(Outros)",21
2010,350950,45,"Masculino","(E10-E14)",2
2010,350950,45,"Masculino","(Outros)",27
2010,350950,46,"Feminino","(Outros)",13
2010,350950,46,"Masculino","(E10-E14)",1
2010,350950,46,"Masculino","(E66)",1
2010,350950,46,"Masculino","(G10-G99)",1
2010,350950,46,"Masculino","(J40-J44)",1
2010,350950,46,"Masculino","(Outros)",36
2010,350950,47,"Feminino","(E10-E14)",1
2010,350950,47,"Feminino","(Outros)",15
2010,350950,47,"Masculino","(Outros)",27
2010,350950,48,"Feminino","(E66)",1
2010,350950,48,"Feminino","(I20, I23-I25)",1
2010,350950,48,"Feminino","(Outros)",20
2010,350950,48,"Masculino","(E10-E14)",1
2010,350950,48,"Masculino","(I20, I23-I25)",1
2010,350950,48,"Masculino","(J40-J44)",1
2010,350950,48,"Masculino","(Outros)",39
2010,350950,49,"Feminino","(E10-E14)",3
2010,350950,49,"Feminino","(Outros)",25
2010,350950,49,"Masculino","(J40-J44)",1
2010,350950,49,"Masculino","(Outros)",26
2010,350950,50,"Feminino","(E10-E14)",1
2010,350950,50,"Feminino","(Outros)",19
2010,350950,50,"Masculino","(G10-G99)",1
2010,350950,50,"Masculino","(I20, I23-I25)",1
2010,350950,50,"Masculino","(Outros)",38
2010,350950,51,"Feminino","(E10-E14)",1
2010,350950,51,"Feminino","(E66)",1
2010,350950,51,"Feminino","(J40-J44)",1
2010,350950,51,"Feminino","(Outros)",21
2010,350950,51,"Masculino","(D65-D77)",1
2010,350950,51,"Masculino","(E10-E14)",1
2010,350950,51,"Masculino","(E66)",1
2010,350950,51,"Masculino","(Outros)",57
2010,350950,52,"Feminino","(E66)",1
2010,350950,52,"Feminino","(G10-G99)",1
2010,350950,52,"Feminino","(I20, I23-I25)",1
2010,350950,52,"Feminino","(J40-J44)",1
2010,350950,52,"Feminino","(Outros)",14
2010,350950,52,"Masculino","(E10-E14)",1
2010,350950,52,"Masculino","(Outros)",47
2010,350950,53,"Feminino","(E10-E14)",1
2010,350950,53,"Feminino","(Outros)",24
2010,350950,53,"Masculino","(Outros)",44
2010,350950,54,"Feminino","(D65-D77)",1
2010,350950,54,"Feminino","(E10-E14)",1
2010,350950,54,"Feminino","(I20, I23-I25)",1
2010,350950,54,"Feminino","(I80-I82)",1
2010,350950,54,"Feminino","(J40-J44)",2
2010,350950,54,"Feminino","(J45-J46)",1
2010,350950,54,"Feminino","(Outros)",24
2010,350950,54,"Masculino","(E10-E14)",3
2010,350950,54,"Masculino","(E66)",1
2010,350950,54,"Masculino","(I20, I23-I25)",4
2010,350950,54,"Masculino","(J40-J44)",1
2010,350950,54,"Masculino","(Outros)",51
2010,350950,55,"Feminino","(N17-N19)",1
2010,350950,55,"Feminino","(Outros)",30
2010,350950,55,"Masculino","(E10-E14)",2
2010,350950,55,"Masculino","(I20, I23-I25)",1
2010,350950,55,"Masculino","(J40-J44)",1
2010,350950,55,"Masculino","(Outros)",44
2010,350950,56,"Feminino","(G10-G99)",1
2010,350950,56,"Feminino","(J45-J46)",1
2010,350950,56,"Feminino","(Outros)",22
2010,350950,56,"Masculino","(E10-E14)",5
2010,350950,56,"Masculino","(E66)",1
2010,350950,56,"Masculino","(Outros)",49
2010,350950,57,"Feminino","(E10-E14)",2
2010,350950,57,"Feminino","(J40-J44)",2
2010,350950,57,"Feminino","(Outros)",25
2010,350950,57,"Masculino","(E10-E14)",1
2010,350950,57,"Masculino","(G10-G99)",1
2010,350950,57,"Masculino","(J40-J44)",3
2010,350950,57,"Masculino","(Outros)",61
2010,350950,58,"Feminino","(I20, I23-I25)",2
2010,350950,58,"Feminino","(J40-J44)",1
2010,350950,58,"Feminino","(Outros)",28
2010,350950,58,"Masculino","(E10-E14)",4
2010,350950,58,"Masculino","(G10-G99)",1
2010,350950,58,"Masculino","(I20, I23-I25)",1
2010,350950,58,"Masculino","(N17-N19)",1
2010,350950,58,"Masculino","(Outros)",44
2010,350950,59,"Feminino","(E10-E14)",1
2010,350950,59,"Feminino","(I80-I82)",1
2010,350950,59,"Feminino","(Outros)",32
2010,350950,59,"Masculino","(E10-E14)",2
2010,350950,59,"Masculino","(I20, I23-I25)",1
2010,350950,59,"Masculino","(I80-I82)",1
2010,350950,59,"Masculino","(Outros)",43
2010,350950,60,"Feminino","(E10-E14)",2
2010,350950,60,"Feminino","(E66)",1
2010,350950,60,"Feminino","(J40-J44)",1
2010,350950,60,"Feminino","(Outros)",33
2010,350950,60,"Masculino","(E10-E14)",4
2010,350950,60,"Masculino","(G10-G99)",1
2010,350950,60,"Masculino","(N17-N19)",1
2010,350950,60,"Masculino","(Outros)",58
2010,350950,61,"Feminino","(E10-E14)",1
2010,350950,61,"Feminino","(G10-G99)",1
2010,350950,61,"Feminino","(N17-N19)",1
2010,350950,61,"Feminino","(Outros)",38
2010,350950,61,"Masculino","(E10-E14)",3
2010,350950,61,"Masculino","(I20, I23-I25)",2
2010,350950,61,"Masculino","(J40-J44)",1
2010,350950,61,"Masculino","(Outros)",57
2010,350950,62,"Feminino","(E10-E14)",3
2010,350950,62,"Feminino","(I20, I23-I25)",1
2010,350950,62,"Feminino","(I80-I82)",1
2010,350950,62,"Feminino","(J40-J44)",1
2010,350950,62,"Feminino","(Outros)",34
2010,350950,62,"Masculino","(E10-E14)",1
2010,350950,62,"Masculino","(I20, I23-I25)",1
2010,350950,62,"Masculino","(J40-J44)",2
2010,350950,62,"Masculino","(N17-N19)",1
2010,350950,62,"Masculino","(Outros)",54
2010,350950,63,"Feminino","(E10-E14)",1
2010,350950,63,"Feminino","(E66)",1
2010,350950,63,"Feminino","(J40-J44)",1
2010,350950,63,"Feminino","(Outros)",29
2010,350950,63,"Masculino","(E10-E14)",1
2010,350950,63,"Masculino","(I20, I23-I25)",2
2010,350950,63,"Masculino","(I80-I82)",1
2010,350950,63,"Masculino","(J40-J44)",2
2010,350950,63,"Masculino","(Outros)",47
2010,350950,64,"Feminino","(I20, I23-I25)",1
2010,350950,64,"Feminino","(J40-J44)",1
2010,350950,64,"Feminino","(Outros)",32
2010,350950,64,"Masculino","(G10-G99)",1
2010,350950,64,"Masculino","(I20, I23-I25)",1
2010,350950,64,"Masculino","(J40-J44)",1
2010,350950,64,"Masculino","(Outros)",52
2010,350950,65,"Feminino","(E10-E14)",2
2010,350950,65,"Feminino","(J40-J44)",1
2010,350950,65,"Feminino","(N17-N19)",2
2010,350950,65,"Feminino","(Outros)",34
2010,350950,65,"Masculino","(E10-E14)",2
2010,350950,65,"Masculino","(G10-G99)",1
2010,350950,65,"Masculino","(Outros)",66
2010,350950,66,"Feminino","(E10-E14)",2
2010,350950,66,"Feminino","(I20, I23-I25)",1
2010,350950,66,"Feminino","(J40-J44)",1
2010,350950,66,"Feminino","(Outros)",47
2010,350950,66,"Masculino","(E10-E14)",3
2010,350950,66,"Masculino","(G10-G99)",1
2010,350950,66,"Masculino","(I20, I23-I25)",2
2010,350950,66,"Masculino","(J40-J44)",4
2010,350950,66,"Masculino","(Outros)",49
2010,350950,67,"Feminino","(J40-J44)",3
2010,350950,67,"Feminino","(Outros)",44
2010,350950,67,"Masculino","(D65-D77)",1
2010,350950,67,"Masculino","(E10-E14)",1
2010,350950,67,"Masculino","(I20, I23-I25)",3
2010,350950,67,"Masculino","(J40-J44)",3
2010,350950,67,"Masculino","(Outros)",41
2010,350950,68,"Feminino","(E10-E14)",2
2010,350950,68,"Feminino","(G10-G99)",1
2010,350950,68,"Feminino","(I80-I82)",1
2010,350950,68,"Feminino","(J40-J44)",4
2010,350950,68,"Feminino","(J45-J46)",1
2010,350950,68,"Feminino","(Outros)",40
2010,350950,68,"Masculino","(E10-E14)",2
2010,350950,68,"Masculino","(E66)",1
2010,350950,68,"Masculino","(G10-G99)",2
2010,350950,68,"Masculino","(I20, I23-I25)",2
2010,350950,68,"Masculino","(J40-J44)",4
2010,350950,68,"Masculino","(Outros)",69
2010,350950,69,"Feminino","(E10-E14)",2
2010,350950,69,"Feminino","(G10-G99)",1
2010,350950,69,"Feminino","(I20, I23-I25)",1
2010,350950,69,"Feminino","(J40-J44)",1
2010,350950,69,"Feminino","(N17-N19)",1
2010,350950,69,"Feminino","(Outros)",50
2010,350950,69,"Masculino","(E10-E14)",3
2010,350950,69,"Masculino","(G10-G99)",1
2010,350950,69,"Masculino","(I20, I23-I25)",1
2010,350950,69,"Masculino","(J40-J44)",2
2010,350950,69,"Masculino","(Outros)",65
2010,350950,70,"Feminino","(E10-E14)",1
2010,350950,70,"Feminino","(I20, I23-I25)",1
2010,350950,70,"Feminino","(J40-J44)",3
2010,350950,70,"Feminino","(N17-N19)",1
2010,350950,70,"Feminino","(Outros)",47
2010,350950,70,"Masculino","(D65-D77)",1
2010,350950,70,"Masculino","(E10-E14)",3
2010,350950,70,"Masculino","(G10-G99)",1
2010,350950,70,"Masculino","(I20, I23-I25)",1
2010,350950,70,"Masculino","(J40-J44)",7
2010,350950,70,"Masculino","(Outros)",72
2010,350950,71,"Feminino","(D65-D77)",1
2010,350950,71,"Feminino","(E10-E14)",1
2010,350950,71,"Feminino","(I20, I23-I25)",1
2010,350950,71,"Feminino","(J40-J44)",1
2010,350950,71,"Feminino","(Outros)",48
2010,350950,71,"Masculino","(E10-E14)",3
2010,350950,71,"Masculino","(I20, I23-I25)",1
2010,350950,71,"Masculino","(Outros)",74
2010,350950,72,"Feminino","(E10-E14)",1
2010,350950,72,"Feminino","(E66)",1
2010,350950,72,"Feminino","(G10-G99)",1
2010,350950,72,"Feminino","(I20, I23-I25)",2
2010,350950,72,"Feminino","(I80-I82)",1
2010,350950,72,"Feminino","(J40-J44)",5
2010,350950,72,"Feminino","(Outros)",44
2010,350950,72,"Masculino","(E10-E14)",2
2010,350950,72,"Masculino","(I20, I23-I25)",1
2010,350950,72,"Masculino","(J40-J44)",3
2010,350950,72,"Masculino","(Outros)",70
2010,350950,73,"Feminino","(E10-E14)",2
2010,350950,73,"Feminino","(I20, I23-I25)",1
2010,350950,73,"Feminino","(J40-J44)",1
2010,350950,73,"Feminino","(Outros)",49
2010,350950,73,"Masculino","(E10-E14)",2
2010,350950,73,"Masculino","(I20, I23-I25)",1
2010,350950,73,"Masculino","(J40-J44)",6
2010,350950,73,"Masculino","(N17-N19)",1
2010,350950,73,"Masculino","(Outros)",64
2010,350950,74,"Feminino","(E10-E14)",4
2010,350950,74,"Feminino","(E66)",1
2010,350950,74,"Feminino","(I20, I23-I25)",2
2010,350950,74,"Feminino","(J40-J44)",4
2010,350950,74,"Feminino","(J45-J46)",2
2010,350950,74,"Feminino","(Outros)",60
2010,350950,74,"Masculino","(E10-E14)",3
2010,350950,74,"Masculino","(I20, I23-I25)",3
2010,350950,74,"Masculino","(J40-J44)",1
2010,350950,74,"Masculino","(Outros)",84
2010,350950,75,"Feminino","(E10-E14)",3
2010,350950,75,"Feminino","(G10-G99)",1
2010,350950,75,"Feminino","(I20, I23-I25)",1
2010,350950,75,"Feminino","(J40-J44)",6
2010,350950,75,"Feminino","(N17-N19)",1
2010,350950,75,"Feminino","(Outros)",44
2010,350950,75,"Masculino","(E10-E14)",5
2010,350950,75,"Masculino","(G10-G99)",1
2010,350950,75,"Masculino","(J40-J44)",5
2010,350950,75,"Masculino","(N17-N19)",2
2010,350950,75,"Masculino","(Outros)",66
2010,350950,76,"Feminino","(E10-E14)",5
2010,350950,76,"Feminino","(J40-J44)",6
2010,350950,76,"Feminino","(Outros)",52
2010,350950,76,"Masculino","(E10-E14)",3
2010,350950,76,"Masculino","(I20, I23-I25)",3
2010,350950,76,"Masculino","(I80-I82)",1
2010,350950,76,"Masculino","(J40-J44)",7
2010,350950,76,"Masculino","(J45-J46)",1
2010,350950,76,"Masculino","(Outros)",68
2010,350950,77,"Feminino","(E10-E14)",2
2010,350950,77,"Feminino","(I20, I23-I25)",4
2010,350950,77,"Feminino","(J40-J44)",1
2010,350950,77,"Feminino","(Outros)",59
2010,350950,77,"Masculino","(E10-E14)",4
2010,350950,77,"Masculino","(J40-J44)",8
2010,350950,77,"Masculino","(Outros)",73
2010,350950,78,"Feminino","(E10-E14)",5
2010,350950,78,"Feminino","(I20, I23-I25)",1
2010,350950,78,"Feminino","(J40-J44)",2
2010,350950,78,"Feminino","(N17-N19)",1
2010,350950,78,"Feminino","(Outros)",69
2010,350950,78,"Masculino","(E10-E14)",4
2010,350950,78,"Masculino","(I20, I23-I25)",4
2010,350950,78,"Masculino","(J40-J44)",3
2010,350950,78,"Masculino","(N17-N19)",2
2010,350950,78,"Masculino","(Outros)",59
2010,350950,79,"Feminino","(E10-E14)",2
2010,350950,79,"Feminino","(E66)",1
2010,350950,79,"Feminino","(I20, I23-I25)",1
2010,350950,79,"Feminino","(J40-J44)",4
2010,350950,79,"Feminino","(N17-N19)",1
2010,350950,79,"Feminino","(Outros)",60
2010,350950,79,"Masculino","(E10-E14)",2
2010,350950,79,"Masculino","(I20, I23-I25)",5
2010,350950,79,"Masculino","(I80-I82)",1
2010,350950,79,"Masculino","(J40-J44)",5
2010,350950,79,"Masculino","(N17-N19)",1
2010,350950,79,"Masculino","(Outros)",65
2010,350950,80,"Feminino","(E10-E14)",3
2010,350950,80,"Feminino","(I20, I23-I25)",5
2010,350950,80,"Feminino","(J40-J44)",5
2010,350950,80,"Feminino","(Outros)",88
2010,350950,80,"Masculino","(E10-E14)",2
2010,350950,80,"Masculino","(I20, I23-I25)",2
2010,350950,80,"Masculino","(I80-I82)",1
2010,350950,80,"Masculino","(J40-J44)",6
2010,350950,80,"Masculino","(N17-N19)",4
2010,350950,80,"Masculino","(Outros)",73
2010,350950,81,"Feminino","(E10-E14)",8
2010,350950,81,"Feminino","(I20, I23-I25)",4
2010,350950,81,"Feminino","(I80-I82)",1
2010,350950,81,"Feminino","(Outros)",73
2010,350950,81,"Masculino","(E10-E14)",1
2010,350950,81,"Masculino","(I20, I23-I25)",4
2010,350950,81,"Masculino","(J40-J44)",5
2010,350950,81,"Masculino","(N17-N19)",2
2010,350950,81,"Masculino","(Outros)",53
2010,350950,82,"Feminino","(E10-E14)",1
2010,350950,82,"Feminino","(I20, I23-I25)",1
2010,350950,82,"Feminino","(J40-J44)",4
2010,350950,82,"Feminino","(J45-J46)",1
2010,350950,82,"Feminino","(N17-N19)",1
2010,350950,82,"Feminino","(Outros)",85
2010,350950,82,"Masculino","(E10-E14)",4
2010,350950,82,"Masculino","(I20, I23-I25)",1
2010,350950,82,"Masculino","(J40-J44)",8
2010,350950,82,"Masculino","(N17-N19)",2
2010,350950,82,"Masculino","(Outros)",59
2010,350950,83,"Feminino","(E10-E14)",5
2010,350950,83,"Feminino","(I20, I23-I25)",3
2010,350950,83,"Feminino","(J40-J44)",5
2010,350950,83,"Feminino","(N17-N19)",1
2010,350950,83,"Feminino","(Outros)",79
2010,350950,83,"Masculino","(D65-D77)",1
2010,350950,83,"Masculino","(E10-E14)",4
2010,350950,83,"Masculino","(I20, I23-I25)",3
2010,350950,83,"Masculino","(J40-J44)",7
2010,350950,83,"Masculino","(Outros)",63
2010,350950,84,"Feminino","(E10-E14)",2
2010,350950,84,"Feminino","(I20, I23-I25)",2
2010,350950,84,"Feminino","(I80-I82)",1
2010,350950,84,"Feminino","(J40-J44)",2
2010,350950,84,"Feminino","(Outros)",78
2010,350950,84,"Masculino","(E10-E14)",2
2010,350950,84,"Masculino","(I20, I23-I25)",2
2010,350950,84,"Masculino","(J40-J44)",3
2010,350950,84,"Masculino","(Outros)",69
2010,350950,85,"Feminino","(E10-E14)",4
2010,350950,85,"Feminino","(G10-G99)",1
2010,350950,85,"Feminino","(I20, I23-I25)",3
2010,350950,85,"Feminino","(Outros)",76
2010,350950,85,"Masculino","(I20, I23-I25)",1
2010,350950,85,"Masculino","(J40-J44)",5
2010,350950,85,"Masculino","(N17-N19)",1
2010,350950,85,"Masculino","(Outros)",63
2010,350950,86,"Feminino","(E10-E14)",2
2010,350950,86,"Feminino","(I20, I23-I25)",4
2010,350950,86,"Feminino","(I80-I82)",1
2010,350950,86,"Feminino","(J40-J44)",4
2010,350950,86,"Feminino","(Outros)",80
2010,350950,86,"Masculino","(E10-E14)",2
2010,350950,86,"Masculino","(I20, I23-I25)",2
2010,350950,86,"Masculino","(J40-J44)",5
2010,350950,86,"Masculino","(Outros)",49
2010,350950,87,"Feminino","(E10-E14)",2
2010,350950,87,"Feminino","(J40-J44)",1
2010,350950,87,"Feminino","(N17-N19)",1
2010,350950,87,"Feminino","(Outros)",70
2010,350950,87,"Masculino","(E10-E14)",2
2010,350950,87,"Masculino","(I20, I23-I25)",2
2010,350950,87,"Masculino","(J40-J44)",2
2010,350950,87,"Masculino","(Outros)",42
2010,350950,88,"Feminino","(E10-E14)",4
2010,350950,88,"Feminino","(I20, I23-I25)",1
2010,350950,88,"Feminino","(J40-J44)",3
2010,350950,88,"Feminino","(J45-J46)",2
2010,350950,88,"Feminino","(Outros)",75
2010,350950,88,"Masculino","(E10-E14)",1
2010,350950,88,"Masculino","(G10-G99)",2
2010,350950,88,"Masculino","(I20, I23-I25)",2
2010,350950,88,"Masculino","(J40-J44)",2
2010,350950,88,"Masculino","(Outros)",45
2010,350950,89,"Feminino","(E10-E14)",2
2010,350950,89,"Feminino","(I20, I23-I25)",1
2010,350950,89,"Feminino","(J40-J44)",1
2010,350950,89,"Feminino","(N17-N19)",1
2010,350950,89,"Feminino","(Outros)",75
2010,350950,89,"Masculino","(E10-E14)",1
2010,350950,89,"Masculino","(I20, I23-I25)",5
2010,350950,89,"Masculino","(J40-J44)",7
2010,350950,89,"Masculino","(J45-J46)",1
2010,350950,89,"Masculino","(Outros)",31
2010,350950,90,"Feminino","(E10-E14)",2
2010,350950,90,"Feminino","(I80-I82)",1
2010,350950,90,"Feminino","(J40-J44)",2
2010,350950,90,"Feminino","(Outros)",55
2010,350950,90,"Masculino","(E10-E14)",1
2010,350950,90,"Masculino","(G10-G99)",2
2010,350950,90,"Masculino","(I20, I23-I25)",3
2010,350950,90,"Masculino","(J40-J44)",9
2010,350950,90,"Masculino","(N17-N19)",2
2010,350950,90,"Masculino","(Outros)",26
2010,350950,91,"Feminino","(E10-E14)",3
2010,350950,91,"Feminino","(J40-J44)",2
2010,350950,91,"Feminino","(N17-N19)",1
2010,350950,91,"Feminino","(Outros)",60
2010,350950,91,"Masculino","(E10-E14)",1
2010,350950,91,"Masculino","(J40-J44)",1
2010,350950,91,"Masculino","(Outros)",23
2010,350950,92,"Feminino","(E10-E14)",2
2010,350950,92,"Feminino","(I20, I23-I25)",2
2010,350950,92,"Feminino","(J40-J44)",1
2010,350950,92,"Feminino","(Outros)",50
2010,350950,92,"Masculino","(G10-G99)",1
2010,350950,92,"Masculino","(N17-N19)",1
2010,350950,92,"Masculino","(Outros)",20
2010,350950,93,"Feminino","(Outros)",53
2010,350950,93,"Masculino","(E10-E14)",1
2010,350950,93,"Masculino","(I20, I23-I25)",1
2010,350950,93,"Masculino","(J40-J44)",1
2010,350950,93,"Masculino","(Outros)",11
2010,350950,94,"Feminino","(I20, I23-I25)",2
2010,350950,94,"Feminino","(J40-J44)",3
2010,350950,94,"Feminino","(Outros)",37
2010,350950,94,"Masculino","(I20, I23-I25)",1
2010,350950,94,"Masculino","(N17-N19)",1
2010,350950,94,"Masculino","(Outros)",14
2010,350950,95,"Feminino","(I20, I23-I25)",1
2010,350950,95,"Feminino","(J40-J44)",3
2010,350950,95,"Feminino","(N17-N19)",1
2010,350950,95,"Feminino","(Outros)",24
2010,350950,95,"Masculino","(Outros)",8
2010,350950,96,"Feminino","(G10-G99)",1
2010,350950,96,"Feminino","(I20, I23-I25)",1
2010,350950,96,"Feminino","(J40-J44)",2
2010,350950,96,"Feminino","(Outros)",21
2010,350950,96,"Masculino","(E10-E14)",1
2010,350950,96,"Masculino","(N17-N19)",1
2010,350950,96,"Masculino","(Outros)",6
2010,350950,97,"Feminino","(Outros)",14
2010,350950,97,"Masculino","(Outros)",10
2010,350950,98,"Feminino","(J40-J44)",1
2010,350950,98,"Feminino","(Outros)",13
2010,350950,98,"Masculino","(Outros)",4
2010,350950,99,"Feminino","(I20, I23-I25)",1
2010,350950,99,"Feminino","(Outros)",3
2010,350950,99,"Masculino","(Outros)",7
2010,350950,100,"Feminino","(I20, I23-I25)",2
2010,350950,100,"Feminino","(Outros)",10
2010,350950,100,"Masculino","(Outros)",2
2010,350950,101,"Feminino","(Outros)",6
2010,350950,102,"Feminino","(Outros)",2
2010,350950,102,"Masculino","(Outros)",1
2010,350950,103,"Feminino","(Outros)",4
2010,350950,104,"Feminino","(Outros)",1
2010,350950,106,"Feminino","(Outros)",1
2010,350950,107,"Masculino","(J40-J44)",1
2010,350950,110,"Feminino","(Outros)",1
2010,351880,0,"Feminino","(G10-G99)",1
2010,351880,0,"Feminino","(Outros)",99
2010,351880,0,"Masculino","(Outros)",158
2010,351880,0,NA,"(Outros)",1
2010,351880,1,"Feminino","(Outros)",9
2010,351880,1,"Masculino","(J40-J44)",1
2010,351880,1,"Masculino","(Outros)",9
2010,351880,2,"Feminino","(G10-G99)",1
2010,351880,2,"Feminino","(Outros)",3
2010,351880,2,"Masculino","(Outros)",10
2010,351880,3,"Feminino","(D65-D77)",1
2010,351880,3,"Feminino","(Outros)",3
2010,351880,3,"Masculino","(Outros)",4
2010,351880,4,"Feminino","(Outros)",4
2010,351880,4,"Masculino","(Outros)",2
2010,351880,5,"Feminino","(Outros)",1
2010,351880,5,"Masculino","(Outros)",2
2010,351880,6,"Feminino","(Outros)",1
2010,351880,6,"Masculino","(G10-G99)",1
2010,351880,6,"Masculino","(Outros)",4
2010,351880,7,"Feminino","(G10-G99)",1
2010,351880,7,"Feminino","(Outros)",2
2010,351880,7,"Masculino","(G10-G99)",1
2010,351880,7,"Masculino","(Outros)",3
2010,351880,8,"Feminino","(Outros)",2
2010,351880,8,"Masculino","(Outros)",1
2010,351880,9,"Feminino","(Outros)",3
2010,351880,9,"Masculino","(Outros)",4
2010,351880,10,"Feminino","(Outros)",1
2010,351880,10,"Masculino","(G10-G99)",1
2010,351880,10,"Masculino","(Outros)",1
2010,351880,11,"Feminino","(Outros)",2
2010,351880,11,"Masculino","(Outros)",2
2010,351880,12,"Feminino","(Outros)",3
2010,351880,12,"Masculino","(Outros)",5
2010,351880,13,"Feminino","(Outros)",2
2010,351880,13,"Masculino","(Outros)",1
2010,351880,14,"Feminino","(Outros)",3
2010,351880,14,"Masculino","(Outros)",7
