"ano","mun","idade","sexo","causabas","obitos"
2013,355030,62,"Feminino","(J40-J44)",18
2013,355030,62,"Feminino","(N17-N19)",4
2013,355030,62,"Feminino","(Outros)",381
2013,355030,62,"Masculino","(E10-E14)",17
2013,355030,62,"Masculino","(G10-G99)",5
2013,355030,62,"Masculino","(I20, I23-I25)",34
2013,355030,62,"Masculino","(I80-I82)",2
2013,355030,62,"Masculino","(J09-J11)",1
2013,355030,62,"Masculino","(J40-J44)",20
2013,355030,62,"Masculino","(J45-J46)",1
2013,355030,62,"Masculino","(N17-N19)",4
2013,355030,62,"Masculino","(Outros)",654
2013,355030,63,"Feminino","(E10-E14)",24
2013,355030,63,"Feminino","(E66)",7
2013,355030,63,"Feminino","(G10-G99)",3
2013,355030,63,"Feminino","(I20, I23-I25)",19
2013,355030,63,"Feminino","(I80-I82)",1
2013,355030,63,"Feminino","(J40-J44)",16
2013,355030,63,"Feminino","(J45-J46)",1
2013,355030,63,"Feminino","(N17-N19)",3
2013,355030,63,"Feminino","(Outros)",413
2013,355030,63,"Masculino","(D65-D77)",2
2013,355030,63,"Masculino","(E10-E14)",26
2013,355030,63,"Masculino","(E66)",1
2013,355030,63,"Masculino","(G10-G99)",4
2013,355030,63,"Masculino","(I20, I23-I25)",40
2013,355030,63,"Masculino","(I80-I82)",1
2013,355030,63,"Masculino","(J40-J44)",19
2013,355030,63,"Masculino","(J45-J46)",2
2013,355030,63,"Masculino","(N17-N19)",6
2013,355030,63,"Masculino","(Outros)",603
2013,355030,64,"Feminino","(E10-E14)",22
2013,355030,64,"Feminino","(E66)",3
2013,355030,64,"Feminino","(G10-G99)",5
2013,355030,64,"Feminino","(I20, I23-I25)",20
2013,355030,64,"Feminino","(J09-J11)",1
2013,355030,64,"Feminino","(J40-J44)",23
2013,355030,64,"Feminino","(J45-J46)",1
2013,355030,64,"Feminino","(N17-N19)",4
2013,355030,64,"Feminino","(Outros)",422
2013,355030,64,"Masculino","(D80-D89)",1
2013,355030,64,"Masculino","(E10-E14)",24
2013,355030,64,"Masculino","(E66)",2
2013,355030,64,"Masculino","(G10-G99)",5
2013,355030,64,"Masculino","(I20, I23-I25)",43
2013,355030,64,"Masculino","(I80-I82)",1
2013,355030,64,"Masculino","(J09-J11)",1
2013,355030,64,"Masculino","(J40-J44)",24
2013,355030,64,"Masculino","(N17-N19)",4
2013,355030,64,"Masculino","(Outros)",604
2013,355030,65,"Feminino","(D80-D89)",1
2013,355030,65,"Feminino","(E10-E14)",25
2013,355030,65,"Feminino","(E66)",3
2013,355030,65,"Feminino","(G10-G99)",8
2013,355030,65,"Feminino","(I20, I23-I25)",25
2013,355030,65,"Feminino","(I80-I82)",2
2013,355030,65,"Feminino","(J40-J44)",19
2013,355030,65,"Feminino","(J45-J46)",2
2013,355030,65,"Feminino","(N17-N19)",2
2013,355030,65,"Feminino","(Outros)",476
2013,355030,65,"Masculino","(E10-E14)",26
2013,355030,65,"Masculino","(G10-G99)",5
2013,355030,65,"Masculino","(I20, I23-I25)",46
2013,355030,65,"Masculino","(I80-I82)",1
2013,355030,65,"Masculino","(J40-J44)",27
2013,355030,65,"Masculino","(N17-N19)",4
2013,355030,65,"Masculino","(Outros)",592
2013,355030,66,"Feminino","(D65-D77)",1
2013,355030,66,"Feminino","(E10-E14)",26
2013,355030,66,"Feminino","(E66)",2
2013,355030,66,"Feminino","(G10-G99)",5
2013,355030,66,"Feminino","(I20, I23-I25)",28
2013,355030,66,"Feminino","(I80-I82)",5
2013,355030,66,"Feminino","(J09-J11)",1
2013,355030,66,"Feminino","(J40-J44)",20
2013,355030,66,"Feminino","(J45-J46)",2
2013,355030,66,"Feminino","(N17-N19)",2
2013,355030,66,"Feminino","(Outros)",424
2013,355030,66,"Masculino","(E10-E14)",25
2013,355030,66,"Masculino","(G10-G99)",3
2013,355030,66,"Masculino","(I20, I23-I25)",49
2013,355030,66,"Masculino","(J40-J44)",36
2013,355030,66,"Masculino","(J45-J46)",1
2013,355030,66,"Masculino","(N17-N19)",10
2013,355030,66,"Masculino","(Outros)",672
2013,355030,67,"Feminino","(D65-D77)",4
2013,355030,67,"Feminino","(E10-E14)",26
2013,355030,67,"Feminino","(E66)",3
2013,355030,67,"Feminino","(G10-G99)",3
2013,355030,67,"Feminino","(I20, I23-I25)",24
2013,355030,67,"Feminino","(I80-I82)",1
2013,355030,67,"Feminino","(J40-J44)",20
2013,355030,67,"Feminino","(N17-N19)",5
2013,355030,67,"Feminino","(Outros)",488
2013,355030,67,"Masculino","(D65-D77)",1
2013,355030,67,"Masculino","(E10-E14)",29
2013,355030,67,"Masculino","(E66)",1
2013,355030,67,"Masculino","(G10-G99)",5
2013,355030,67,"Masculino","(I20, I23-I25)",39
2013,355030,67,"Masculino","(I80-I82)",1
2013,355030,67,"Masculino","(J40-J44)",32
2013,355030,67,"Masculino","(N17-N19)",8
2013,355030,67,"Masculino","(Outros)",577
2013,355030,68,"Feminino","(E10-E14)",36
2013,355030,68,"Feminino","(E66)",1
2013,355030,68,"Feminino","(G10-G99)",1
2013,355030,68,"Feminino","(I20, I23-I25)",16
2013,355030,68,"Feminino","(J09-J11)",1
2013,355030,68,"Feminino","(J40-J44)",22
2013,355030,68,"Feminino","(J45-J46)",1
2013,355030,68,"Feminino","(N17-N19)",2
2013,355030,68,"Feminino","(Outros)",458
2013,355030,68,"Masculino","(E10-E14)",29
2013,355030,68,"Masculino","(G10-G99)",8
2013,355030,68,"Masculino","(I20, I23-I25)",36
2013,355030,68,"Masculino","(J40-J44)",45
2013,355030,68,"Masculino","(J45-J46)",1
2013,355030,68,"Masculino","(Outros)",602
2013,355030,69,"Feminino","(D65-D77)",1
2013,355030,69,"Feminino","(D80-D89)",1
2013,355030,69,"Feminino","(E10-E14)",29
2013,355030,69,"Feminino","(E66)",3
2013,355030,69,"Feminino","(G10-G99)",4
2013,355030,69,"Feminino","(I20, I23-I25)",27
2013,355030,69,"Feminino","(I80-I82)",3
2013,355030,69,"Feminino","(J40-J44)",26
2013,355030,69,"Feminino","(N17-N19)",4
2013,355030,69,"Feminino","(Outros)",490
2013,355030,69,"Masculino","(D65-D77)",2
2013,355030,69,"Masculino","(E10-E14)",23
2013,355030,69,"Masculino","(G10-G99)",6
2013,355030,69,"Masculino","(I20, I23-I25)",45
2013,355030,69,"Masculino","(J40-J44)",40
2013,355030,69,"Masculino","(J45-J46)",1
2013,355030,69,"Masculino","(N17-N19)",1
2013,355030,69,"Masculino","(Outros)",555
2013,355030,70,"Feminino","(E10-E14)",33
2013,355030,70,"Feminino","(E66)",2
2013,355030,70,"Feminino","(G10-G99)",4
2013,355030,70,"Feminino","(I20, I23-I25)",39
2013,355030,70,"Feminino","(J40-J44)",39
2013,355030,70,"Feminino","(N17-N19)",1
2013,355030,70,"Feminino","(Outros)",479
2013,355030,70,"Masculino","(D80-D89)",1
2013,355030,70,"Masculino","(E10-E14)",16
2013,355030,70,"Masculino","(G10-G99)",6
2013,355030,70,"Masculino","(I20, I23-I25)",56
2013,355030,70,"Masculino","(J40-J44)",26
2013,355030,70,"Masculino","(N17-N19)",7
2013,355030,70,"Masculino","(Outros)",625
2013,355030,71,"Feminino","(D65-D77)",1
2013,355030,71,"Feminino","(E10-E14)",36
2013,355030,71,"Feminino","(E66)",4
2013,355030,71,"Feminino","(G10-G99)",6
2013,355030,71,"Feminino","(I20, I23-I25)",27
2013,355030,71,"Feminino","(J40-J44)",29
2013,355030,71,"Feminino","(N17-N19)",2
2013,355030,71,"Feminino","(Outros)",500
2013,355030,71,"Masculino","(E10-E14)",33
2013,355030,71,"Masculino","(G10-G99)",2
2013,355030,71,"Masculino","(I20, I23-I25)",34
2013,355030,71,"Masculino","(J40-J44)",38
2013,355030,71,"Masculino","(N17-N19)",3
2013,355030,71,"Masculino","(Outros)",605
2013,355030,72,"Feminino","(E10-E14)",28
2013,355030,72,"Feminino","(E66)",6
2013,355030,72,"Feminino","(G10-G99)",4
2013,355030,72,"Feminino","(I20, I23-I25)",27
2013,355030,72,"Feminino","(I80-I82)",3
2013,355030,72,"Feminino","(J09-J11)",1
2013,355030,72,"Feminino","(J40-J44)",23
2013,355030,72,"Feminino","(N17-N19)",2
2013,355030,72,"Feminino","(Outros)",481
2013,355030,72,"Masculino","(D65-D77)",1
2013,355030,72,"Masculino","(D80-D89)",1
2013,355030,72,"Masculino","(E10-E14)",36
2013,355030,72,"Masculino","(E66)",2
2013,355030,72,"Masculino","(G10-G99)",6
2013,355030,72,"Masculino","(I20, I23-I25)",49
2013,355030,72,"Masculino","(I80-I82)",1
2013,355030,72,"Masculino","(J40-J44)",46
2013,355030,72,"Masculino","(J45-J46)",1
2013,355030,72,"Masculino","(N17-N19)",7
2013,355030,72,"Masculino","(Outros)",616
2013,355030,73,"Feminino","(E10-E14)",27
2013,355030,73,"Feminino","(E66)",3
2013,355030,73,"Feminino","(G10-G99)",6
2013,355030,73,"Feminino","(I20, I23-I25)",39
2013,355030,73,"Feminino","(I80-I82)",1
2013,355030,73,"Feminino","(J40-J44)",30
2013,355030,73,"Feminino","(J45-J46)",3
2013,355030,73,"Feminino","(N17-N19)",6
2013,355030,73,"Feminino","(Outros)",575
2013,355030,73,"Masculino","(D65-D77)",2
2013,355030,73,"Masculino","(E10-E14)",28
2013,355030,73,"Masculino","(E66)",1
2013,355030,73,"Masculino","(G10-G99)",3
2013,355030,73,"Masculino","(I20, I23-I25)",51
2013,355030,73,"Masculino","(I80-I82)",1
2013,355030,73,"Masculino","(J40-J44)",48
2013,355030,73,"Masculino","(J45-J46)",1
2013,355030,73,"Masculino","(N17-N19)",3
2013,355030,73,"Masculino","(Outros)",616
2013,355030,74,"Feminino","(D65-D77)",1
2013,355030,74,"Feminino","(E10-E14)",38
2013,355030,74,"Feminino","(E66)",4
2013,355030,74,"Feminino","(G10-G99)",5
2013,355030,74,"Feminino","(I20, I23-I25)",29
2013,355030,74,"Feminino","(I80-I82)",2
2013,355030,74,"Feminino","(J40-J44)",25
2013,355030,74,"Feminino","(J45-J46)",1
2013,355030,74,"Feminino","(N17-N19)",7
2013,355030,74,"Feminino","(Outros)",568
2013,355030,74,"Masculino","(D65-D77)",4
2013,355030,74,"Masculino","(E10-E14)",31
2013,355030,74,"Masculino","(E66)",1
2013,355030,74,"Masculino","(G10-G99)",4
2013,355030,74,"Masculino","(I20, I23-I25)",54
2013,355030,74,"Masculino","(I80-I82)",1
2013,355030,74,"Masculino","(J40-J44)",37
2013,355030,74,"Masculino","(J45-J46)",1
2013,355030,74,"Masculino","(N17-N19)",13
2013,355030,74,"Masculino","(Outros)",677
2013,355030,75,"Feminino","(D65-D77)",2
2013,355030,75,"Feminino","(E10-E14)",43
2013,355030,75,"Feminino","(G10-G99)",5
2013,355030,75,"Feminino","(I20, I23-I25)",32
2013,355030,75,"Feminino","(I80-I82)",2
2013,355030,75,"Feminino","(J09-J11)",1
2013,355030,75,"Feminino","(J40-J44)",42
2013,355030,75,"Feminino","(J45-J46)",1
2013,355030,75,"Feminino","(N17-N19)",5
2013,355030,75,"Feminino","(Outros)",588
2013,355030,75,"Masculino","(E10-E14)",33
2013,355030,75,"Masculino","(G10-G99)",4
2013,355030,75,"Masculino","(I20, I23-I25)",43
2013,355030,75,"Masculino","(J09-J11)",1
2013,355030,75,"Masculino","(J40-J44)",40
2013,355030,75,"Masculino","(J45-J46)",2
2013,355030,75,"Masculino","(N17-N19)",6
2013,355030,75,"Masculino","(Outros)",634
2013,355030,76,"Feminino","(D65-D77)",1
2013,355030,76,"Feminino","(D80-D89)",1
2013,355030,76,"Feminino","(E10-E14)",40
2013,355030,76,"Feminino","(E66)",1
2013,355030,76,"Feminino","(G10-G99)",3
2013,355030,76,"Feminino","(I20, I23-I25)",27
2013,355030,76,"Feminino","(I80-I82)",2
2013,355030,76,"Feminino","(J09-J11)",1
2013,355030,76,"Feminino","(J40-J44)",35
2013,355030,76,"Feminino","(J45-J46)",1
2013,355030,76,"Feminino","(N17-N19)",5
2013,355030,76,"Feminino","(Outros)",655
2013,355030,76,"Masculino","(E10-E14)",32
2013,355030,76,"Masculino","(G10-G99)",7
2013,355030,76,"Masculino","(I20, I23-I25)",48
2013,355030,76,"Masculino","(I80-I82)",1
2013,355030,76,"Masculino","(J40-J44)",59
2013,355030,76,"Masculino","(N17-N19)",5
2013,355030,76,"Masculino","(Outros)",625
2013,355030,77,"Feminino","(D65-D77)",3
2013,355030,77,"Feminino","(E10-E14)",38
2013,355030,77,"Feminino","(E66)",2
2013,355030,77,"Feminino","(G10-G99)",5
2013,355030,77,"Feminino","(I20, I23-I25)",39
2013,355030,77,"Feminino","(I80-I82)",4
2013,355030,77,"Feminino","(J40-J44)",33
2013,355030,77,"Feminino","(J45-J46)",2
2013,355030,77,"Feminino","(N17-N19)",3
2013,355030,77,"Feminino","(Outros)",713
2013,355030,77,"Masculino","(D65-D77)",2
2013,355030,77,"Masculino","(E10-E14)",38
2013,355030,77,"Masculino","(E66)",1
2013,355030,77,"Masculino","(G10-G99)",4
2013,355030,77,"Masculino","(I20, I23-I25)",45
2013,355030,77,"Masculino","(I80-I82)",2
2013,355030,77,"Masculino","(J09-J11)",1
2013,355030,77,"Masculino","(J40-J44)",50
2013,355030,77,"Masculino","(N17-N19)",6
2013,355030,77,"Masculino","(Outros)",639
2013,355030,78,"Feminino","(D65-D77)",1
2013,355030,78,"Feminino","(E10-E14)",32
2013,355030,78,"Feminino","(E66)",4
2013,355030,78,"Feminino","(G10-G99)",4
2013,355030,78,"Feminino","(I20, I23-I25)",46
2013,355030,78,"Feminino","(I80-I82)",1
2013,355030,78,"Feminino","(J40-J44)",30
2013,355030,78,"Feminino","(J45-J46)",2
2013,355030,78,"Feminino","(N17-N19)",2
2013,355030,78,"Feminino","(Outros)",739
2013,355030,78,"Masculino","(D65-D77)",1
2013,355030,78,"Masculino","(E10-E14)",29
2013,355030,78,"Masculino","(E66)",2
2013,355030,78,"Masculino","(G10-G99)",3
2013,355030,78,"Masculino","(I20, I23-I25)",43
2013,355030,78,"Masculino","(I80-I82)",3
2013,355030,78,"Masculino","(J40-J44)",54
2013,355030,78,"Masculino","(J45-J46)",1
2013,355030,78,"Masculino","(N17-N19)",4
2013,355030,78,"Masculino","(Outros)",616
2013,355030,79,"Feminino","(D65-D77)",1
2013,355030,79,"Feminino","(E10-E14)",32
2013,355030,79,"Feminino","(E66)",2
2013,355030,79,"Feminino","(G10-G99)",6
2013,355030,79,"Feminino","(I20, I23-I25)",36
2013,355030,79,"Feminino","(I80-I82)",6
2013,355030,79,"Feminino","(J40-J44)",39
2013,355030,79,"Feminino","(J45-J46)",2
2013,355030,79,"Feminino","(N17-N19)",7
2013,355030,79,"Feminino","(Outros)",674
2013,355030,79,"Masculino","(D65-D77)",1
2013,355030,79,"Masculino","(E10-E14)",26
2013,355030,79,"Masculino","(G10-G99)",1
2013,355030,79,"Masculino","(I20, I23-I25)",55
2013,355030,79,"Masculino","(I80-I82)",1
2013,355030,79,"Masculino","(J40-J44)",52
2013,355030,79,"Masculino","(N17-N19)",6
2013,355030,79,"Masculino","(Outros)",658
2013,355030,80,"Feminino","(D65-D77)",2
2013,355030,80,"Feminino","(E10-E14)",38
2013,355030,80,"Feminino","(E66)",1
2013,355030,80,"Feminino","(G10-G99)",5
2013,355030,80,"Feminino","(I20, I23-I25)",43
2013,355030,80,"Feminino","(I80-I82)",4
2013,355030,80,"Feminino","(J40-J44)",42
2013,355030,80,"Feminino","(J45-J46)",1
2013,355030,80,"Feminino","(N17-N19)",7
2013,355030,80,"Feminino","(Outros)",665
2013,355030,80,"Masculino","(E10-E14)",22
2013,355030,80,"Masculino","(G10-G99)",6
2013,355030,80,"Masculino","(I20, I23-I25)",46
2013,355030,80,"Masculino","(J09-J11)",1
2013,355030,80,"Masculino","(J40-J44)",44
2013,355030,80,"Masculino","(N17-N19)",6
2013,355030,80,"Masculino","(Outros)",571
2013,355030,81,"Feminino","(E10-E14)",43
2013,355030,81,"Feminino","(E66)",2
2013,355030,81,"Feminino","(G10-G99)",5
2013,355030,81,"Feminino","(I20, I23-I25)",46
2013,355030,81,"Feminino","(I80-I82)",2
2013,355030,81,"Feminino","(J40-J44)",28
2013,355030,81,"Feminino","(J45-J46)",2
2013,355030,81,"Feminino","(N17-N19)",10
2013,355030,81,"Feminino","(Outros)",749
2013,355030,81,"Masculino","(D65-D77)",1
2013,355030,81,"Masculino","(E10-E14)",27
2013,355030,81,"Masculino","(G10-G99)",4
2013,355030,81,"Masculino","(I20, I23-I25)",31
2013,355030,81,"Masculino","(I80-I82)",2
2013,355030,81,"Masculino","(J40-J44)",66
2013,355030,81,"Masculino","(N17-N19)",5
2013,355030,81,"Masculino","(Outros)",619
2013,355030,82,"Feminino","(D65-D77)",2
2013,355030,82,"Feminino","(E10-E14)",49
2013,355030,82,"Feminino","(E66)",1
2013,355030,82,"Feminino","(G10-G99)",3
2013,355030,82,"Feminino","(I20, I23-I25)",43
2013,355030,82,"Feminino","(I80-I82)",6
2013,355030,82,"Feminino","(J40-J44)",44
2013,355030,82,"Feminino","(J45-J46)",2
2013,355030,82,"Feminino","(N17-N19)",10
2013,355030,82,"Feminino","(Outros)",812
2013,355030,82,"Masculino","(D65-D77)",1
2013,355030,82,"Masculino","(E10-E14)",29
2013,355030,82,"Masculino","(G10-G99)",2
2013,355030,82,"Masculino","(I20, I23-I25)",35
2013,355030,82,"Masculino","(I80-I82)",1
2013,355030,82,"Masculino","(J40-J44)",57
2013,355030,82,"Masculino","(N17-N19)",9
2013,355030,82,"Masculino","(Outros)",614
2013,355030,83,"Feminino","(E10-E14)",42
2013,355030,83,"Feminino","(E66)",2
2013,355030,83,"Feminino","(G10-G99)",7
2013,355030,83,"Feminino","(I20, I23-I25)",46
2013,355030,83,"Feminino","(I80-I82)",3
2013,355030,83,"Feminino","(J40-J44)",32
2013,355030,83,"Feminino","(J45-J46)",2
2013,355030,83,"Feminino","(N17-N19)",10
2013,355030,83,"Feminino","(Outros)",870
2013,355030,83,"Masculino","(D65-D77)",1
2013,355030,83,"Masculino","(E10-E14)",31
2013,355030,83,"Masculino","(G10-G99)",6
2013,355030,83,"Masculino","(I20, I23-I25)",47
2013,355030,83,"Masculino","(I80-I82)",2
2013,355030,83,"Masculino","(J40-J44)",53
2013,355030,83,"Masculino","(J45-J46)",1
2013,355030,83,"Masculino","(N17-N19)",12
2013,355030,83,"Masculino","(Outros)",632
2013,355030,84,"Feminino","(D65-D77)",1
2013,355030,84,"Feminino","(E10-E14)",50
2013,355030,84,"Feminino","(E66)",2
2013,355030,84,"Feminino","(G10-G99)",5
2013,355030,84,"Feminino","(I20, I23-I25)",52
2013,355030,84,"Feminino","(I80-I82)",4
2013,355030,84,"Feminino","(J40-J44)",32
2013,355030,84,"Feminino","(J45-J46)",2
2013,355030,84,"Feminino","(N17-N19)",9
2013,355030,84,"Feminino","(Outros)",794
2013,355030,84,"Masculino","(D80-D89)",1
2013,355030,84,"Masculino","(E10-E14)",23
2013,355030,84,"Masculino","(G10-G99)",1
2013,355030,84,"Masculino","(I20, I23-I25)",44
2013,355030,84,"Masculino","(I80-I82)",4
2013,355030,84,"Masculino","(J40-J44)",48
2013,355030,84,"Masculino","(N17-N19)",6
2013,355030,84,"Masculino","(Outros)",566
2013,355030,85,"Feminino","(E10-E14)",36
2013,355030,85,"Feminino","(E66)",2
2013,355030,85,"Feminino","(G10-G99)",2
2013,355030,85,"Feminino","(I20, I23-I25)",50
2013,355030,85,"Feminino","(I80-I82)",2
2013,355030,85,"Feminino","(J40-J44)",27
2013,355030,85,"Feminino","(J45-J46)",3
2013,355030,85,"Feminino","(N17-N19)",5
2013,355030,85,"Feminino","(Outros)",864
2013,355030,85,"Masculino","(E10-E14)",20
2013,355030,85,"Masculino","(E66)",2
2013,355030,85,"Masculino","(G10-G99)",5
2013,355030,85,"Masculino","(I20, I23-I25)",44
2013,355030,85,"Masculino","(J40-J44)",47
2013,355030,85,"Masculino","(J45-J46)",1
2013,355030,85,"Masculino","(N17-N19)",5
2013,355030,85,"Masculino","(Outros)",581
2013,355030,86,"Feminino","(D65-D77)",4
2013,355030,86,"Feminino","(E10-E14)",38
2013,355030,86,"Feminino","(G10-G99)",5
2013,355030,86,"Feminino","(I20, I23-I25)",48
2013,355030,86,"Feminino","(I80-I82)",2
2013,355030,86,"Feminino","(J40-J44)",35
2013,355030,86,"Feminino","(J45-J46)",3
2013,355030,86,"Feminino","(N17-N19)",6
2013,355030,86,"Feminino","(Outros)",817
2013,355030,86,"Masculino","(E10-E14)",27
2013,355030,86,"Masculino","(G10-G99)",3
2013,355030,86,"Masculino","(I20, I23-I25)",32
2013,355030,86,"Masculino","(J40-J44)",45
2013,355030,86,"Masculino","(J45-J46)",1
2013,355030,86,"Masculino","(N17-N19)",5
2013,355030,86,"Masculino","(Outros)",605
2013,355030,87,"Feminino","(E10-E14)",37
2013,355030,87,"Feminino","(E66)",1
2013,355030,87,"Feminino","(G10-G99)",2
2013,355030,87,"Feminino","(I20, I23-I25)",47
2013,355030,87,"Feminino","(J40-J44)",29
2013,355030,87,"Feminino","(J45-J46)",8
2013,355030,87,"Feminino","(N17-N19)",8
2013,355030,87,"Feminino","(Outros)",776
2013,355030,87,"Masculino","(E10-E14)",13
2013,355030,87,"Masculino","(G10-G99)",2
2013,355030,87,"Masculino","(I20, I23-I25)",33
2013,355030,87,"Masculino","(I80-I82)",3
2013,355030,87,"Masculino","(J40-J44)",35
2013,355030,87,"Masculino","(N17-N19)",3
2013,355030,87,"Masculino","(Outros)",521
2013,355030,88,"Feminino","(D80-D89)",1
2013,355030,88,"Feminino","(E10-E14)",44
2013,355030,88,"Feminino","(E66)",2
2013,355030,88,"Feminino","(G10-G99)",5
2013,355030,88,"Feminino","(I20, I23-I25)",49
2013,355030,88,"Feminino","(I80-I82)",3
2013,355030,88,"Feminino","(J40-J44)",26
2013,355030,88,"Feminino","(J45-J46)",3
2013,355030,88,"Feminino","(N17-N19)",5
2013,355030,88,"Feminino","(Outros)",769
2013,355030,88,"Masculino","(D65-D77)",1
2013,355030,88,"Masculino","(E10-E14)",20
2013,355030,88,"Masculino","(G10-G99)",2
2013,355030,88,"Masculino","(I20, I23-I25)",31
2013,355030,88,"Masculino","(J40-J44)",32
2013,355030,88,"Masculino","(N17-N19)",4
2013,355030,88,"Masculino","(Outros)",452
2013,355030,89,"Feminino","(D65-D77)",2
2013,355030,89,"Feminino","(E10-E14)",37
2013,355030,89,"Feminino","(G10-G99)",6
2013,355030,89,"Feminino","(I20, I23-I25)",30
2013,355030,89,"Feminino","(I80-I82)",1
2013,355030,89,"Feminino","(J40-J44)",31
2013,355030,89,"Feminino","(J45-J46)",1
2013,355030,89,"Feminino","(N17-N19)",10
2013,355030,89,"Feminino","(Outros)",777
2013,355030,89,"Masculino","(E10-E14)",15
2013,355030,89,"Masculino","(G10-G99)",2
2013,355030,89,"Masculino","(I20, I23-I25)",35
2013,355030,89,"Masculino","(I80-I82)",1
2013,355030,89,"Masculino","(J40-J44)",35
2013,355030,89,"Masculino","(N17-N19)",3
2013,355030,89,"Masculino","(Outros)",402
2013,355030,90,"Feminino","(E10-E14)",20
2013,355030,90,"Feminino","(E66)",2
2013,355030,90,"Feminino","(I20, I23-I25)",23
2013,355030,90,"Feminino","(I80-I82)",3
2013,355030,90,"Feminino","(J40-J44)",18
2013,355030,90,"Feminino","(J45-J46)",1
2013,355030,90,"Feminino","(N17-N19)",6
2013,355030,90,"Feminino","(Outros)",696
2013,355030,90,"Masculino","(D80-D89)",1
2013,355030,90,"Masculino","(E10-E14)",15
2013,355030,90,"Masculino","(G10-G99)",2
2013,355030,90,"Masculino","(I20, I23-I25)",15
2013,355030,90,"Masculino","(I80-I82)",1
2013,355030,90,"Masculino","(J40-J44)",35
2013,355030,90,"Masculino","(N17-N19)",4
2013,355030,90,"Masculino","(Outros)",338
2013,355030,91,"Feminino","(E10-E14)",24
2013,355030,91,"Feminino","(E66)",1
2013,355030,91,"Feminino","(G10-G99)",1
2013,355030,91,"Feminino","(I20, I23-I25)",41
2013,355030,91,"Feminino","(I80-I82)",3
2013,355030,91,"Feminino","(J40-J44)",24
2013,355030,91,"Feminino","(N17-N19)",7
2013,355030,91,"Feminino","(Outros)",573
2013,355030,91,"Masculino","(D65-D77)",2
2013,355030,91,"Masculino","(E10-E14)",9
2013,355030,91,"Masculino","(I20, I23-I25)",12
2013,355030,91,"Masculino","(I80-I82)",1
2013,355030,91,"Masculino","(J40-J44)",24
2013,355030,91,"Masculino","(N17-N19)",3
2013,355030,91,"Masculino","(Outros)",290
2013,355030,92,"Feminino","(E10-E14)",18
2013,355030,92,"Feminino","(G10-G99)",2
2013,355030,92,"Feminino","(I20, I23-I25)",26
2013,355030,92,"Feminino","(I80-I82)",2
2013,355030,92,"Feminino","(J40-J44)",25
2013,355030,92,"Feminino","(J45-J46)",1
2013,355030,92,"Feminino","(N17-N19)",7
2013,355030,92,"Feminino","(Outros)",561
2013,355030,92,"Masculino","(D65-D77)",1
2013,355030,92,"Masculino","(E10-E14)",11
2013,355030,92,"Masculino","(I20, I23-I25)",16
2013,355030,92,"Masculino","(I80-I82)",1
2013,355030,92,"Masculino","(J40-J44)",18
2013,355030,92,"Masculino","(N17-N19)",3
2013,355030,92,"Masculino","(Outros)",240
2013,355030,93,"Feminino","(E10-E14)",17
2013,355030,93,"Feminino","(G10-G99)",3
2013,355030,93,"Feminino","(I20, I23-I25)",22
2013,355030,93,"Feminino","(I80-I82)",1
2013,355030,93,"Feminino","(J40-J44)",16
2013,355030,93,"Feminino","(N17-N19)",6
2013,355030,93,"Feminino","(Outros)",502
2013,355030,93,"Masculino","(E10-E14)",3
2013,355030,93,"Masculino","(I20, I23-I25)",7
2013,355030,93,"Masculino","(I80-I82)",3
2013,355030,93,"Masculino","(J40-J44)",23
2013,355030,93,"Masculino","(N17-N19)",4
2013,355030,93,"Masculino","(Outros)",176
2013,355030,94,"Feminino","(D65-D77)",1
2013,355030,94,"Feminino","(E10-E14)",15
2013,355030,94,"Feminino","(E66)",2
2013,355030,94,"Feminino","(G10-G99)",2
2013,355030,94,"Feminino","(I20, I23-I25)",22
2013,355030,94,"Feminino","(I80-I82)",5
2013,355030,94,"Feminino","(J40-J44)",15
2013,355030,94,"Feminino","(J45-J46)",1
2013,355030,94,"Feminino","(N17-N19)",3
2013,355030,94,"Feminino","(Outros)",375
2013,355030,94,"Masculino","(E10-E14)",2
2013,355030,94,"Masculino","(I20, I23-I25)",9
2013,355030,94,"Masculino","(J40-J44)",9
2013,355030,94,"Masculino","(N17-N19)",1
2013,355030,94,"Masculino","(Outros)",140
2013,355030,95,"Feminino","(E10-E14)",9
2013,355030,95,"Feminino","(G10-G99)",1
2013,355030,95,"Feminino","(I20, I23-I25)",14
2013,355030,95,"Feminino","(J40-J44)",6
2013,355030,95,"Feminino","(N17-N19)",3
2013,355030,95,"Feminino","(Outros)",331
2013,355030,95,"Masculino","(E10-E14)",8
2013,355030,95,"Masculino","(I20, I23-I25)",6
2013,355030,95,"Masculino","(J09-J11)",1
2013,355030,95,"Masculino","(J40-J44)",8
2013,355030,95,"Masculino","(N17-N19)",6
2013,355030,95,"Masculino","(Outros)",130
2013,355030,95,NA,"(Outros)",1
2013,355030,96,"Feminino","(D65-D77)",1
2013,355030,96,"Feminino","(E10-E14)",7
2013,355030,96,"Feminino","(I20, I23-I25)",15
2013,355030,96,"Feminino","(I80-I82)",2
2013,355030,96,"Feminino","(J40-J44)",7
2013,355030,96,"Feminino","(N17-N19)",3
2013,355030,96,"Feminino","(Outros)",235
2013,355030,96,"Masculino","(D65-D77)",1
2013,355030,96,"Masculino","(E10-E14)",4
2013,355030,96,"Masculino","(I20, I23-I25)",3
